鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
嘉義市,建物,嘉義市嘉義市仁義新村41號5樓,0.0,住,,,1091207,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),見其他登記事項,鋼筋混凝土造,0710503,83.18,3,1,2,有,無,有,8500,102,,0.0,0,,RPOPMLQKKIPFFAI78CC
嘉義市,建物,嘉義市嘉義市青年街128號6樓1,0.0,住,,,1091210,土地0建物1車位0,六層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0810914,78.43,2,1,1,有,無,有,11000,140,,0.0,0,,RPPPMLQKKIPFFAI88CC
嘉義市,建物,嘉義市嘉義市光彩街505號6樓17,0.0,商,,,1091210,土地0建物1車位0,六層,6,套房(1房1廳1衛),住家用,鋼筋混凝土造,0820426,31.51,1,0,1,有,有,有,5700,181,,0.0,0,社會住宅,RPQPMLQKKIPFFAI98CC
嘉義市,建物,嘉義市嘉義市僑嘉三街86號3樓之2,0.0,住,,,1091208,土地0建物1車位0,三層,5,套房(1房1廳1衛),住家用,見其他登記事項,1081125,26.33,1,0,1,有,無,有,6600,251,,0.0,0,,RPPNMLKLKIPFFAI18CC
嘉義市,建物,嘉義市嘉義市僑嘉三街86號2樓之2,0.0,住,,,1091216,土地0建物1車位0,二層,5,套房(1房1廳1衛),住家用,見其他登記事項,1081125,26.33,1,0,1,有,無,有,6600,251,,0.0,0,,RPQNMLKLKIPFFAI28CC
嘉義市,建物,嘉義市嘉義市僑嘉三街86號2樓之3,0.0,住,,,1091216,土地0建物1車位0,二層,5,套房(1房1廳1衛),住家用,見其他登記事項,1081125,26.05,1,0,1,有,無,有,6600,253,,0.0,0,,RPRNMLKLKIPFFAI38CC
嘉義市,建物,嘉義市嘉義市僑嘉三街86號3樓之3,0.0,住,,,1091216,土地0建物1車位0,三層,5,套房(1房1廳1衛),住家用,見其他登記事項,1081125,26.05,1,0,1,有,無,有,6600,253,,0.0,0,,RPSNMLKLKIPFFAI48CC
嘉義市,建物,嘉義市嘉義市小雅路343號12樓11,0.0,住,,,1091217,土地0建物1車位0,十二層,12,套房(1房1廳1衛),住家用,鋼筋混凝土造,0820609,27.32,1,0,1,有,有,有,5000,183,,0.0,0,社會住宅,RPTNMLKLKIPFFAI58CC
嘉義市,建物,嘉義市嘉義市小雅路183號11樓5,0.0,住,,,1091218,土地0建物1車位0,十一層,16,套房(1房1廳1衛),住家用,鋼筋混凝土造,0820609,40.9,1,0,1,有,無,有,6000,147,,0.0,0,社會住宅,RPUNMLKLKIPFFAI68CC
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市中興路185號7樓,58.08,商,,,1091215,土地3建物3車位1,七層,10,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0920512,247.52999999999997,3,3,0,有,無,有,33000,133,升降機械,0.0,0,,RPSNMLLLKIPFFAI78EC
