編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPVNMLRKKIPFFBC88CC,46,55.64,住家用,鋼筋混凝土加強磚造,63年6月20日,四層,
RPXNMLRKKIPFFBC09CC,47,40.72,住家用,鋼筋混凝土加強磚造,63年5月16日,四層,
RPSOMLRKKIPFFBC68CC,61,46.06,,磚造,49年4月1日,一層,
RPWOMLRKKIPFFBC09CC,44,92.12,住家用,加強磚造,66年2月9日,二層,
RPROMLRKKIPFFBC58CC,22,78.19,住家用,鋼筋混凝土造,88年1月22日,七層,
RPROMLRKKIPFFBC58CC,22,14.98,共用部份,鋼筋混凝土造,88年1月22日,七層,
RPROMLRKKIPFFBC58CC,22,4.88,共用部份,鋼筋混凝土造,88年1月22日,七層,
RPOOMLRKKIPFFBC28CC,26,83.12,住家用,鋼筋混凝土造,83年6月22日,七層,
RPROMLRKKIPFFBC58CC,22,34.92,共用部份,鋼筋混凝土造,88年1月22日,七層,
RPOOMLRKKIPFFBC28CC,27,6.23,共用部份,鋼筋混凝土造,82年11月8日,七層,
RPROMLRKKIPFFBC58CC,22,2.11,共用部份,鋼筋混凝土造,88年1月22日,七層,
RPOOMLRKKIPFFBC28CC,26,5.17,共用部份,鋼筋混凝土造,83年6月22日,七層,
RPTOMLRKKIPFFCC88CC,38,98.36,國民住宅,鋼筋混凝土造,71年6月24日,五層,
RPTOMLRKKIPFFBC78CC,22,57.41,住家用,鋼筋混凝土造,88年1月14日,十五層,
RPTOMLRKKIPFFBC78CC,22,8.47,共用部份,鋼筋混凝土造,88年1月14日,十五層,
RPTOMLRKKIPFFBC78CC,22,3.26,共用部份,鋼筋混凝土造,88年1月14日,十五層,
RPTOMLRKKIPFFBC78CC,22,1.41,共用部份,鋼筋混凝土造,88年1月14日,十六層,
RPTOMLRKKIPFFBC78CC,22,.69,共用部份,鋼筋混凝土造,88年1月14日,十六層,
RPSOMLRKKIPFFCC78CC,24,57.25,住家用,鋼筋混凝土造,86年1月25日,十二層,
RPSOMLRKKIPFFCC78CC,24,11.86,共用部份,鋼筋混凝土造,86年1月25日,十二層,
RPSOMLRKKIPFFCC78CC,24,9.43,共用部份,鋼筋混凝土造,86年1月25日,十二層,
RPUOMLRKKIPFFBC88CC,26,101.96,住宅（夾層）儲藏室,鋼筋混凝土造,84年6月10日,四層,
RPUOMLRKKIPFFBC88CC,26,5.90,共用部份,鋼筋混凝土造,84年6月10日,四層,
RPUOMLRKKIPFFBC88CC,26,1.46,共用部份,鋼筋混凝土造,84年6月10日,五層,
RPXOMLRKKIPFFCC66CC,19,92.70,住家用,鋼筋混凝土造,90年10月4日,五層,
RPXOMLRKKIPFFCC66CC,19,9.92,共用部份,鋼筋混凝土造,90年10月4日,五層,
RPXOMLRKKIPFFCC66CC,19,11.61,共用部份,鋼筋混凝土造,90年10月4日,五層,
