鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
前金區,房地(土地+建物),高雄市前金區新田路178巷13號,62.0,商,,,1091203,土地1建物1車位0,全,2,透天厝,,加強磚造,0620321,94.05,2,1,2,有,無,無,20000,213,,0.0,0,,RPTNMLLKKIPFFAE18CC
鼓山區,建物,高雄市鼓山區昌盛路334號9樓,0.0,商,,,1091208,土地0建物1車位2,九層,13,辦公商業大樓,商業用,鋼筋混凝土造,0790122,204.49,0,0,0,無,無,有,29000,142,坡道平面,0.0,0,,RPWNMLLKKIPFFAE48CC
鼓山區,房地(土地+建物),高雄市鼓山區文信路250號13樓之1,10.69,商,,,1091117,土地1建物1車位0,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020604,126.15,3,2,2,有,有,有,29000,230,,0.0,0,,RPTOMLLKKIPFFAE28CC
鹽埕區,房地(土地+建物),高雄市鹽埕區五福四路83之3號5樓,18.18,商,,,1091118,土地1建物1車位0,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040323,203.62,4,2,3,有,有,有,33000,162,,0.0,0,,RPOPMLLKKIPFFAE87CC
鼓山區,房地(土地+建物)+車位,高雄市鼓山區九如四路1181巷7號5樓,21.92,住,,,1091118,土地1建物1車位1,五層,15,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1071115,194.29,3,1,2,有,有,有,31000,160,坡道平面,33.15,0,,RPPPMLLKKIPFFAE97CC
鼓山區,房地(土地+建物),高雄市鼓山區大順一路630號12樓之2,12.27,商,,,1091118,土地1建物1車位0,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940915,119.41,3,2,2,有,有,有,26100,219,,0.0,0,,RPQPMLLKKIPFFAE08CC
新興區,建物,高雄市新興區六合一路92號,0.0,商,,,1091123,土地0建物1車位0,一層,11,店面(店鋪),,鋼筋混凝土造,0670920,165.29,0,0,0,無,無,無,85000,514,,0.0,0,,RPPNMLLKKIPFFBE87CC
苓雅區,建物,高雄市苓雅區中山二路483號11樓之11,0.0,商,,,1091115,土地0建物1車位0,十一層,12,套房(1房1廳1衛),商業用,鋼筋混凝土造,0851003,27.880000000000003,1,0,1,有,有,有,5000,179,,0.0,0,,RPXOMLLKKIPFFBE78CC
前鎮區,房地(土地+建物)+車位,高雄市前鎮區中山二路2號20樓-6,8.29,商,,,1091123,土地1建物1車位1,二十層,28,辦公商業大樓,商業用,鋼筋混凝土造,0870714,223.77,0,0,0,無,有,無,33000,147,坡道平面,16.76,0,,RPSNMLLKKIPFFCE28CC
前鎮區,建物,高雄市前鎮區新光路21號6樓-7,0.0,商,,,1091126,土地0建物1車位0,六層,39,套房(1房1廳1衛),住家用,見其它登記事項,0880209,41.24,1,0,1,有,有,有,8500,206,,0.0,0,,RPUNMLLKKIPFFCE48CC
前鎮區,建物,高雄市前鎮區新光路21號35樓-5,0.0,商,,,1091129,土地0建物1車位0,三十五層,39,套房(1房1廳1衛),住家用,見其它登記事項,0880209,41.24,1,0,1,有,有,有,8500,206,,0.0,0,,RPVNMLLKKIPFFCE58CC
前鎮區,建物,高雄市前鎮區新光路21號9樓-11,0.0,商,,,1091129,土地0建物1車位0,九層,39,套房(1房1廳1衛),住家用,見其它登記事項,0880209,47.47,1,0,1,有,有,有,16000,337,,0.0,0,,RPWNMLLKKIPFFCE68CC
前鎮區,建物,高雄市前鎮區三多三路137號13樓之2,0.0,商,,,1091208,土地0建物1車位0,十三層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840327,125.83,3,2,2,有,無,無,11000,87,,0.0,0,,RPOOMLLKKIPFFCE97CC
