編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPUOMLNJKIPFFAD28DA,28,195.48,住家用,鋼筋混凝土造,81年12月30日,四層,一層 二層 三層 陽台 屋頂突出物 地下層
RPUOMLNJKIPFFAD28DA,28,36.02,共有部分,鋼筋混凝土造,81年12月30日,四層,
RPUPMLMJKIPFFAD28DA,13,114.27,集合住宅,鋼筋混凝土造,96年8月15日,二十一層,四層 陽台
RPUPMLMJKIPFFAD28DA,13,53.72,共有部分,鋼筋混凝土造,96年8月15日,二十一層,
RPUPMLMJKIPFFAD28DA,13,17.63,共有部分,鋼筋混凝土造,96年8月15日,二十一層,
RPRPMLOJKIPFFAD18DA,2,111.54,集合住宅,鋼筋混凝土構造,107年9月21日,二十九層,十一層 陽台 雨遮
RPRPMLOJKIPFFAD18DA,2,81.96,本共有部分之項目有門廊、門廳、垃圾暫存空間、防災中心、管委會使用空間、樓梯間、車道、出入口緩衝空間、外廊、機械室、水箱、停車空間、防空避難室兼停車空間,鋼筋混凝土構造,107年9月21日,二十九層,
RPTNMLRJKIPFFAD48DA,54,83.30,住家用,加強磚造,55年10月8日,二層,一層 二層
RPWPMLOLJIPFFAD78DA,29,16.35,住家用,鋼筋混凝土造,81年1月30日,七層,三層 陽台
RPWPMLOLJIPFFAD78DA,29,16.35,住家用,鋼筋混凝土造,81年1月30日,七層,三層 陽台
RPOPMLNJKIPFFAD77DA,47,77.12,住家用,加強磚造,62年6月30日,二層,一層 二層
RPWPMLOLJIPFFAD78DA,29,.76,住家用,鋼筋混凝土造,81年1月30日,七層,地下層
RPWPMLOLJIPFFAD78DA,29,.76,住家用,鋼筋混凝土造,81年1月30日,七層,地下層
RPWPMLOLJIPFFAD78DA,29,3.74,共有部分,鋼筋混凝土造,81年1月30日,七層,
RPWPMLOLJIPFFAD78DA,29,3.74,共有部分,鋼筋混凝土造,81年1月30日,七層,
RPWPMLOLJIPFFAD78DA,29,5.96,共有部分,鋼筋混凝土造,81年1月30日,七層,
RPWPMLOLJIPFFAD78DA,29,5.96,共有部分,鋼筋混凝土造,81年1月30日,七層,
RPQNMLOJKIPFFAD87DA,23,.54,管理員室,鋼筋混凝土造,86年10月21日,二十二層,一層
RPQNMLOJKIPFFAD87DA,23,92.42,住家用,鋼筋混凝土造,86年10月21日,二十二層,十七層 陽台
RPQNMLOJKIPFFAD87DA,23,22.52,共有部分,鋼筋混凝土造,86年10月21日,二十二層,
RPQNMLOJKIPFFAD87DA,23,31.47,共有部分,鋼筋混凝土造,86年10月21日,二十二層,
RPOQMLOJKIPFFAD97DA,3,178.64,集合住宅,鋼筋混凝土構造,106年8月17日,二十五層,二十一層 陽台
RPOQMLOJKIPFFAD97DA,3,73.37,本共有部分之項目有：公共服務空間、門廊、防災中心、管理維護空間、樓梯間、梯廳、蓄水池、機械室、防空避難室兼停車空間、停車空間,鋼筋混凝土構造,106年8月17日,二十五層,
