鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
烏日區,房地(土地+建物)+車位,臺中市烏日區新高鐵段89，90，96地號,12.4,商,,,1080612,土地3建物1車位1,十四層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,100.85,2,1,1,有,無,6800000,72930,坡道平面,24.75,1250000,,RPOUQLQKKHGGFIB88DB
烏日區,房地(土地+建物)+車位,臺中市烏日區新高鐵段89，90，96地號,17.21,商,,,1090818,土地3建物1車位1,五層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,136.51,3,2,2,有,無,9200000,70336,坡道平面,22.77,1200000,,RPPUQLQKKHGGFIB98DB
烏日區,房地(土地+建物)+車位,臺中市烏日區新高鐵段89，90，96地號,12.4,商,,,1080706,土地3建物1車位1,十三層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,100.85,2,1,1,有,無,6800000,74244,坡道平面,24.75,1150000,,RPQUQLQKKHGGFIB09DB
烏日區,房地(土地+建物)+車位,臺中市烏日區新高鐵段89，90，96地號,17.21,商,,,1090807,土地3建物1車位1,四層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,136.51,3,2,2,有,無,8880000,67522,坡道平面,22.77,1200000,,RPRUQLQKKHGGFIB56DB
烏日區,房地(土地+建物)+車位,臺中市烏日區新高鐵段89，90，96地號,12.4,商,,,1080624,土地3建物1車位1,十二層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,98.87,2,1,1,有,無,6600000,72273,坡道平面,22.77,1100000,,RPSUQLQKKHGGFIB66DB
烏日區,房地(土地+建物)+車位,臺中市烏日區新高鐵段89，90，96地號,17.21,商,,,1080718,土地3建物1車位1,三層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,138.49,3,2,2,有,無,9950000,76490,坡道平面,24.75,1250000,,RPTUQLQKKHGGFIB76DB
烏日區,房地(土地+建物)+車位,臺中市烏日區新高鐵段89，90，96地號,12.4,商,,,1080607,土地3建物1車位1,十一層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,100.85,2,1,1,有,無,6680000,72668,坡道平面,24.75,1150000,,RPUUQLQKKHGGFIB86DB
烏日區,房地(土地+建物)+車位,臺中市烏日區新高鐵段89，90，96地號,12.66,商,,,1090711,土地3建物1車位1,二十層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,100.34,2,1,1,有,無,6920000,73740,坡道平面,22.77,1200000,,RPWUQLQKKHGGFIB07DB
烏日區,房地(土地+建物)+車位,臺中市烏日區新高鐵段89，90，96地號,12.66,商,,,1090620,土地3建物1車位1,十九層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,100.34,2,1,1,有,無,6880000,73224,坡道平面,22.77,1200000,,RPXUQLQKKHGGFIB17DB
烏日區,房地(土地+建物)+車位,臺中市烏日區新高鐵段89，90，96地號,12.66,商,,,1090606,土地3建物1車位1,十八層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,100.34,2,1,1,有,無,6850000,72837,坡道平面,22.77,1200000,,RPOVQLQKKHGGFIB98DB
烏日區,房地(土地+建物)+車位,臺中市烏日區新高鐵段89，90，96地號,12.66,商,,,1090412,土地3建物1車位1,十七層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,102.32,2,1,1,有,無,6880000,71290,坡道平面,24.75,1350000,,RPPVQLQKKHGGFIB09DB
烏日區,房地(土地+建物)+車位,臺中市烏日區新高鐵段89，90，96地號,12.4,商,,,1080607,土地3建物1車位1,十層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,98.87,2,1,1,有,無,6500000,72273,坡道平面,22.77,1000000,,RPQVQLQKKHGGFIB56DB
烏日區,房地(土地+建物)+車位,臺中市烏日區新高鐵段89，90，96地號,12.66,商,,,1081019,土地3建物1車位1,十六層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,102.32,2,1,1,有,無,6850000,73482,坡道平面,24.75,1150000,,RPRVQLQKKHGGFIB66DB
烏日區,房地(土地+建物)+車位,臺中市烏日區新高鐵段89，90，96地號,12.4,商,,,1080703,土地3建物1車位1,九層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,100.85,2,1,1,有,無,6420000,70565,坡道平面,24.75,1050000,,RPSVQLQKKHGGFIB76DB
烏日區,房地(土地+建物)+車位,臺中市烏日區新高鐵段89，90，96地號,12.66,商,,,1080627,土地3建物1車位1,十五層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,102.32,2,1,1,有,無,6500000,68970,坡道平面,24.75,1150000,,RPTVQLQKKHGGFIB86DB
烏日區,房地(土地+建物)+車位,臺中市烏日區新高鐵段89，90，96地號,12.4,商,,,1080703,土地3建物1車位1,八層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,100.85,2,1,1,有,無,6470000,69908,坡道平面,24.75,1150000,,RPUVQLQKKHGGFIB96DB
烏日區,房地(土地+建物)+車位,臺中市烏日區新高鐵段89，90，96地號,12.4,商,,,1080720,土地3建物1車位1,七層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,100.85,2,1,1,有,無,6350000,69645,坡道平面,24.75,1050000,,RPWVQLQKKHGGFIB17DB
烏日區,房地(土地+建物)+車位,臺中市烏日區新高鐵段89，90，96地號,12.66,商,,,1080816,土地3建物1車位1,十三層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,102.32,2,1,1,有,無,6500000,68970,坡道平面,24.75,1150000,,RPXVQLQKKHGGFIB27DB
