編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPVOMLLJKIPFFAU27DA,27,43.93,住家用,鋼筋混凝土造,83年4月13日,十二層,四層
RPVOMLLJKIPFFAU27DA,27,18.57,共有部份,鋼筋混凝土造,83年4月13日,十二層,
RPQOMLSJKIPFFAU47DA,77,29.75,住家用,木造,32年10月27日,一層,一層
RPQNMLTJKIPFFAU47DA,22,218.85,住家用,鋼筋混凝土造,87年10月2日,四層,一層 二層 三層 四層 陽台 平台
RPQOMLTJKIPFFAU57DA,38,104.32,住家用,鋼筋混凝土造,71年11月9日,二層,一層 二層 陽台 屋頂突出物
RPPPMLTJKIPFFAU57DA,33,79.44,住商用,鋼筋混凝土造,76年11月17日,七層,一層 二層 三層 陽台
RPXPMLTJKIPFFAU38DA,36,6.65,共有部份,鋼筋混凝土造,73年9月19日,五層,
RPXPMLTJKIPFFAU38DA,36,69.93,住家用,鋼筋混凝土造,73年9月19日,五層,四層
RPPPMLTJKIPFFAU57DA,33,7.93,共有部份,鋼筋混凝土造,76年11月17日,七層,
RPXPMLTJKIPFFAU38DA,36,7.20,共有部份,鋼筋混凝土造,73年9月19日,五層,
RPSNMLKKKIPFFAU86DA,27,47.79,住家用,鋼筋混凝土造,83年5月18日,六層,二層 陽台
RPSNMLKKKIPFFAU86DA,27,22.04,共有部份,鋼筋混凝土造,83年5月18日,六層,
RPQPMLTJKIPFFAU67DA,26,24.71,住家用,鋼筋混凝土造,83年7月22日,五層,二層 平台 花台
RPQPMLTJKIPFFAU67DA,26,7.21,共有部份,鋼筋混凝土造,83年7月22日,五層,
RPONNLTJKIPFFCU57DA,37,88.81,住家用,鋼筋混凝土加強磚造,73年4月18日,二層,一層 二層 陽台
RPUPMLTJKIPFFAU08DA,28,82.14,倉儲,鋼筋混凝土造,81年9月30日,八層,八層 陽台
RPUPMLTJKIPFFAU08DA,28,16.85,共有部份,鋼筋混凝土造,81年9月30日,八層,
RPWPMLTJKIPFFAU28DA,18,53.18,住家用,鋼筋混凝土造,91年12月2日,14,三層 陽台
RPWPMLTJKIPFFAU28DA,18,53.18,住家用,鋼筋混凝土造,91年12月2日,14,三層 陽台
RPWPMLTJKIPFFAU28DA,18,30.96,共有部份,鋼筋混凝土造,91年12月2日,十四層,
RPWPMLTJKIPFFAU28DA,18,30.96,共有部份,鋼筋混凝土造,91年12月2日,十四層,
RPPNMLLKKIPFFCU86DA,42,109.93,住商用,鋼筋混凝土造,67年10月3日,二層,一層 二層 騎樓
RPOOMLKKKIPFFAU56DA,35,24.13,住家用,鋼筋混凝土造,75年2月5日,五層,四層
RPOOMLKKKIPFFAU56DA,35,6.22,共有部份,鋼筋混凝土造,75年2月5日,五層,
RPXNMLKKKIPFFAU37DA,29,25.66,住家用,鋼筋混凝土造,81年3月3日,五層,四層 陽台
RPXNMLKKKIPFFAU37DA,29,4.11,共有部份,鋼筋混凝土造,81年3月3日,五層,
RPPPMLSJKIPFFAU47DA,3,53.45,集合住宅,鋼筋混凝土造,107年4月27日,十二層,十二層 陽台
RPPPMLSJKIPFFAU47DA,3,12.17,本共有部份之項目有防空避難室兼停車空間、機電設備、騎樓、Ｆ梯安全梯、一樓梯廳、一樓門廳、管委會使用空間、車道、Ｃ棟垃圾處理區等９項。,鋼筋混凝土造,107年4月27日,十二層,
RPPPMLSJKIPFFAU47DA,3,15.80,共有部份,鋼筋混凝土造,107年4月27日,十二層,
RPWNMLTJKIPFFAU08DA,39,156.23,住商用,鋼筋混凝土造,70年11月3日,三層,一層 二層 三層 屋頂突出物 騎樓
