編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPROMLOKKHHGFAH87EA,29,14.16,超級市場﹐停車場,鋼筋混凝土造,81年9月26日,八層,地下一層
RPROMLOKKHHGFAH87EA,29,1.47,共同使用部份,鋼筋混凝土造,81年9月26日,八層,
RPUQMLSJKHHGFHH66DA,26,93.04,住家用,鋼筋混凝土造,84年10月26日,五層,三層 陽台
RPUQMLSJKHHGFHH66DA,26,6.18,共同使用部份,鋼筋混凝土造,84年10月26日,五層,
RPUQMLSJKHHGFHH66DA,26,19.28,共同使用部份,鋼筋混凝土造,84年10月26日,五層,
RPORMLSJKHHGFAH08DA,30,9.39,共同使用部份,鋼筋混凝土造,80年11月26日,六層,
RPORMLSJKHHGFAH08DA,30,.53,共同使用部份,鋼筋混凝土造,80年11月26日,六層,
RPORMLSJKHHGFAH08DA,30,11.61,商業用,鋼筋混凝土造,80年11月26日,六層,一層
RPTOMLPKKHHGFEH58EA,28,87.33,工業用,鋼筋混凝土造,82年11月4日,八層,四層 陽台 雨遮
RPTOMLPKKHHGFEH58EA,28,21.46,共同使用部份,鋼筋混凝土造,82年11月4日,八層,
RPRPMLQKKHHGFCH28DA,15,196.78,住家用,鋼筋混凝土造,96年2月9日,二層,一層 二層 陽台 屋頂突出物
RPSNMLMLKHHGFFH28EA,1,197.70,住宅、住宅（附屬停車空間）、梯間,鋼筋混凝土造,110年7月21日,四層,一層 二層 三層 四層 陽台 見其他登記事項
RPPNMLQKKHHGFBH77DA,4,51.45,住家用,鋼筋混凝土造,106年12月29日,五層,三層 陽台
RPPNMLQKKHHGFBH77DA,4,17.83,本共有部分之項目有：停車空間、樓梯間及水箱等三項。,鋼筋混凝土造,106年12月29日,五層,
RPPNMLMKKHHGFCH47DA,40,45.95,住家用,加強磚造,70年8月25日,二層,一層 二層 騎樓
RPXNMLRKKHHGFCH78DA,4,1.08,管理室（社區中心）、管理室（附屬電信機房）,鋼筋混凝土造,107年3月28日,二層,一層 二層
RPXNMLRKKHHGFCH78DA,2,274.92,住家用,鋼筋混凝土造,108年9月5日,四層,一層 二層 三層 四層 陽台 雨遮
RPOTMLQKKHHGFAH18DA,2,270.82,住家用,鋼筋混凝土造,108年12月12日,二十八層,十八層 陽台
RPOTMLQKKHHGFAH18DA,2,165.27,本共有部分之項目有：停車空間兼防空避難室、停車空間、公共服務空間、游泳池、門廳、管委會使用空間等計六項。,鋼筋混凝土造,108年12月12日,二十八層,
RPOTMLQKKHHGFAH18DA,2,56.42,本共有部分之項目有：梯間、水錶室、機械室、水箱等計四項。,鋼筋混凝土造,108年12月12日,二十八層,
