編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPQNMLSJJIGGFAM38EA,43,25.37,住家用,鋼筋混凝土加強磚造,67年9月26日,二層,一層 二層
RPPNMLMKJIGGFCM87DA,23,125.79,住家用,鋼筋混凝土造,87年10月19日,三層,一層 二層 三層 陽台
RPRNMLMJJIGGFCM97DA,44,113.52,住家用,鋼筋混凝土加強磚造,67年1月27日,二層,一層 二層
RPQNMLMJJIGGFBM77DA,18,105.09,集合住宅,鋼筋混凝土造,93年3月22日,七層,七層 陽台
RPQNMLMJJIGGFBM77DA,18,59.34,社區活動室、梯廳、梯間、防空避難室兼停車空間、機械室、水箱,鋼筋混凝土造,93年3月22日,七層,
RPXNMLMKJIGGFCM68DA,24,333.87,農舍,鋼筋混凝土造,86年12月11日,三層,一層 二層 三層
RPSNMLMKJIGGFDM28DA,28,118.03,住商用,鋼筋混凝土造,82年11月8日,二層,一層 二層 陽台 騎樓 電梯樓梯間
RPPNMLQKJIGGFEM48DA,6,131.49,住宅、樓梯間,ＲＣ造,104年8月26日,三層,一層 二層 三層 陽台 見其他登記事項
RPPNMLNJJIGGFAM67DA,43,92.60,住家用,加強磚造,67年12月30日,二層,一層 二層
RPRNMLTKJIGGFCM78DA,14,125.34,住家用,鋼筋混凝土造,96年9月20日,三層,一層 二層 三層
RPUNMLQKJIGGFDM88DA,31,249.65,住家用,加強磚造,79年11月28日,二層,一層 二層 陽台
RPSNMLRKJIGGFBM58DA,3,229.56,住宅、樓梯間,鋼筋混凝土造,107年10月8日,三層,一層 二層 三層 陽台 見其他登記事項
RPWNMLSKJIGGFCM56DA,26,241.94,自用農舍,鋼骨造,85年3月12日,二層,一層 二層
RPUNMLRKJIGGFBM78DA,27,150.06,住家用,鋼筋混凝土造,83年6月28日,四層,一層 二層 三層 四層 陽台 平台 露台
RPSNMLSKJIGGFAM58DA,1,145.35,停車空間、集合住宅、樓梯間,鋼筋混凝土造,110年2月2日,三層,一層 二層 三層 陽台 見其他登記事項
RPTNMLMKJIGGFCM28DA,41,94.20,住家用,鋼筋混凝土加強磚造,70年1月13日,二層,一層 二層
RPSNMLSKJIGGFDM88DA,,54.85,住家用,磚造,68年5月0日,一層,一層
