編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPQPMLLJJIGGFAO97DA,,114.39,,加強磚造,,三層,一層 二層 三層
RPOQMLSJJIGGFAO58DA,13,.03,辦公室,鋼筋混凝土造,98年3月19日,十層,地下二層
RPOQMLSJJIGGFAO58DA,13,5.01,防空避難室兼停車空間、水箱、機房、電信機房、樓梯間,鋼筋混凝土造,98年3月19日,十層,
RPRPMLLKJIGGFAO28EA,50,46.21,住家,加強磚造,60年11月15日,三層,一層 二層 三層
RPQQMLLKJIGGFAO28EA,14,.04,守衛室,鋼筋混凝土造,96年6月30日,六層,一層
RPQQMLLKJIGGFAO28EA,14,17.58,集合住宅,鋼筋混凝土造,96年6月30日,六層,四層
RPQQMLLKJIGGFAO28EA,14,9.25,共同使用部份,鋼筋混凝土造,96年6月30日,六層,
RPUQMLLKJIGGFAO58DA,41,108.90,住家用,加強磚造,69年11月18日,二層,一層 二層
RPSSMLPKJIGGFAO98DA,,23.50,住家用,加強磚造,,二層,一層 二層
RPXOMLPKJIGGFAO09DA,16,22.73,辦公室,鋼筋混凝土造,95年4月15日,八層,三層
RPXOMLPKJIGGFAO09DA,16,5.13,梯間,鋼筋混凝土造,95年4月15日,八層,
RPXOMLPKJIGGFAO09DA,16,6.34,梯間,鋼筋混凝土造,95年4月15日,八層,
RPOQMLOJJIGGFAO18DA,23,.43,商業用,鋼筋混凝土造,87年10月15日,八層,一層 陽台
RPOQMLOJJIGGFAO18DA,23,58.46,住家用,鋼筋混凝土造,87年10月15日,八層,三層 陽台
RPOQMLOJJIGGFAO18DA,23,5.79,共有部分,鋼筋混凝土造,87年10月15日,八層,
RPOQMLOJJIGGFAO18DA,23,.07,共有部分,鋼筋混凝土造,87年10月15日,八層,
RPOQMLOJJIGGFAO18DA,23,10.01,共有部分,鋼筋混凝土造,87年10月15日,八層,
RPOQMLOJJIGGFAO18DA,23,15.80,共有部分,鋼筋混凝土造,87年10月15日,八層,
RPWOMLQKJIGGFAO09DA,28,67.34,住家用,鋼筋混凝土造,82年12月16日,七層,五層 陽台
RPWOMLQKJIGGFAO09DA,28,8.80,共有部分,鋼筋混凝土造,82年12月16日,七層,
RPWOMLQKJIGGFAO09DA,28,7.79,共有部分,鋼筋混凝土造,82年12月16日,七層,
RPUPMLRKJIGGFAO09DA,16,23.35,辦公室,鋼筋混凝土造,95年4月15日,八層,四層
RPUSMLPKJIGGFAO56DA,30,41.52,住家用,鋼筋混凝土造,80年7月1日,七層,三層 陽台
RPUSMLPKJIGGFAO56DA,30,13.04,共有部分,鋼筋混凝土造,80年7月1日,七層,
RPUSMLPKJIGGFAO56DA,30,3.80,共有部分,鋼筋混凝土造,80年7月1日,七層,
RPUPMLRKJIGGFAO09DA,16,5.09,梯間,鋼筋混凝土造,95年4月15日,八層,
RPUPMLRKJIGGFAO09DA,16,6.28,梯間,鋼筋混凝土造,95年4月15日,八層,
RPTNMLSKJIGGFAO98EA,37,82.76,住家用,鋼筋混凝土造,73年11月20日,五層,三層 陽台
RPTNMLSKJIGGFAO98EA,37,12.62,共有部分,鋼筋混凝土造,73年11月20日,五層,
RPQPMLQKJIGGFAO58DA,38,112.40,住家用,加強磚造,72年6月7日,二層,一層 二層
RPURMLMKJIGGFAO78DA,13,26.52,辦公室,鋼筋混凝土造,97年12月30日,十層,四層 陽台 雨遮
RPURMLMKJIGGFAO78DA,13,12.35,停車空間、機械室、樓梯間,鋼筋混凝土造,97年12月30日,十層,
RPURMLMKJIGGFAO78DA,13,4.22,樓梯間,鋼筋混凝土造,97年12月30日,十層,
RPWPMLLKJIGGFAO68DA,27,31.81,住家用,鋼筋混凝土造,83年10月29日,六層,二層 陽台
RPWPMLLKJIGGFAO68DA,27,6.79,共有部分,鋼筋混凝土造,83年10月29日,六層,
RPWPMLLKJIGGFAO68DA,27,4.33,共有部分,鋼筋混凝土造,83年10月29日,六層,
RPVNMLMLJIGGFAO68EA,9,24.57,集合住宅,鋼筋混凝土造,102年1月30日,十層,六層 陽台 雨遮
RPVNMLMLJIGGFAO68EA,9,14.85,共有部分,鋼筋混凝土造,102年1月30日,十層,
RPPNMLTKJIGGFAO68EA,24,23.97,住家用,鋼筋混凝土造,87年3月2日,十四層,十二層 陽台
RPPNMLTKJIGGFAO68EA,24,5.45,住家用,鋼筋混凝土造,87年3月2日,十四層,
RPPNMLTKJIGGFAO68EA,24,2.31,避難室、停車空間,鋼筋混凝土造,87年3月2日,十四層,
RPVPMLTKJIGGFAO76DA,19,254.97,住宅、停車空間,鋼筋混凝土造,91年6月25日,四層,一層 二層 三層 四層 陽台 屋頂突出物
SPTQMLSKJIGGFAO66DA,13,.03,辦公室,鋼筋混凝土造,98年3月19日,十層,地下二層
SPTQMLSKJIGGFAO66DA,13,5.01,防空避難室兼停車空間、水箱、機房、電信機房、樓梯間,鋼筋混凝土造,98年3月19日,十層,
RPTQMLSKJIGGFAO56DA,13,.03,辦公室,鋼筋混凝土造,98年3月19日,十層,地下二層
RPTQMLSKJIGGFAO56DA,13,5.01,防空避難室兼停車空間、水箱、機房、電信機房、樓梯間,鋼筋混凝土造,98年3月19日,十層,
RPQOMLKKJIGGFAO87DA,2,86.90,集合住宅,鋼筋混凝土造,108年7月9日,十層,二層 陽台 雨遮
RPQOMLKKJIGGFAO87DA,2,19.24,共有部分,鋼筋混凝土造,108年7月9日,十層,
RPQOMLKKJIGGFAO87DA,2,63.57,共有部分,鋼筋混凝土造,108年7月9日,十層,
RPTNMLNLJIGGFAO58EA,27,22.24,住家用,鋼筋混凝土造,83年11月14日,五層,五層 陽台
RPTNMLNLJIGGFAO58EA,27,5.78,共有部分,鋼筋混凝土造,83年11月14日,五層,
RPTNMLNLJIGGFAO58EA,27,13.07,共有部分,鋼筋混凝土造,83年11月14日,五層,
RPOQMLMLJIGGFAO18DA,,97.89,住家用,加強磚造,,二層,一層 二層
RPUNMLNLJIGGFAO68EA,24,38.58,住家用,鋼筋混凝土造,87年3月2日,十四層,三層
RPUNMLNLJIGGFAO68EA,24,14.95,住家用,鋼筋混凝土造,87年3月2日,十四層,
RPUNMLNLJIGGFAO68EA,24,2.31,避難室、停車空間,鋼筋混凝土造,87年3月2日,十四層,
RPVNMLOLJIGGFAO78DA,26,210.92,停車空間、住宅,鋼筋混凝土造,85年1月30日,三層,一層 二層 三層 陽台 屋頂突出物 雨遮 地下層
RPPNMLOLJIGGFAO28EA,22,34.20,住家用,鋼筋混凝土造,89年4月17日,十四層,十三層 陽台
RPPNMLOLJIGGFAO28EA,22,9.82,共有部分,鋼筋混凝土造,89年4月17日,十四層,
RPPQMLNLJIGGFAO38DA,34,76.15,住家用,鋼筋混凝土造,77年3月26日,五層,三層 陽台
RPPQMLNLJIGGFAO38DA,34,14.39,共有部分,鋼筋混凝土造,77年3月26日,五層,
RPTQMLMLJIGGFAO78EA,28,78.30,住家用,鋼筋混凝土造,82年8月27日,七層,七層 陽台
RPTQMLMLJIGGFAO78EA,28,49.90,共有部分,鋼筋混凝土造,82年8月27日,000,
RPWNMLSJJIGGFAO09DA,,126.24,住家用,加強磚造,,二層,一層 二層
RPTRMLPKJIGGFAO98DA,40,89.48,住家用,鋼筋混凝土造,70年10月6日,五層,四層
RPTRMLPKJIGGFAO98DA,40,12.16,共有部分,鋼筋混凝土造,70年10月6日,五層,
RPVOMLPLJIGGFAO98DA,,174.88,停車空間、集合住宅、樓梯間,鋼筋混凝土造,110年9月15日,四層,一層 二層 三層 四層 陽台 見其他登記事項
RPPQMLOLJIGGFAO48DA,12,.31,管理員室,鋼筋混凝土造,98年9月9日,十五層,一層
RPPQMLOLJIGGFAO48DA,12,23.38,停車空間、設備機房、防空避難室、開放空間,鋼筋混凝土造,98年9月9日,十五層,
RPRNMLOLJIGGFAO48EA,15,20.19,集合住宅,鋼筋混凝土造,95年5月19日,十層,六層 陽台
RPRNMLOLJIGGFAO48EA,15,13.41,停車空間、樓梯間、防空避難室、機房、水塔,鋼筋混凝土造,95年5月19日,十層,
RPVNMLNLJIGGFAO78EA,19,96.80,住家用,鋼筋混凝土造,92年4月22日,七層,一層 陽台
RPVNMLNLJIGGFAO78EA,19,57.87,防空避難室、車庫,鋼筋混凝土造,92年4月22日,七層,
RPVNMLNLJIGGFAO78EA,19,17.80,梯間、機房、水箱,鋼筋混凝土造,92年4月22日,七層,
RPXPMLPLJIGGFAO66DA,27,76.65,住家用,鋼筋混凝土造,83年12月28日,十九層,十三層 陽台
RPXPMLPLJIGGFAO66DA,27,19.59,共有部分,鋼筋混凝土造,83年12月28日,十九層,
RPQNMLQLJIGGFAO58EA,45,50.47,住商用,加強磚造,66年2月24日,二層,一層 二層 屋頂突出物 騎樓
RPQQMLPLJIGGFAO68DA,15,20.19,集合住宅,鋼筋混凝土造,95年5月19日,十層,八層 陽台
RPQQMLPLJIGGFAO68DA,15,13.41,停車空間、樓梯間、防空避難室、機房、水塔,鋼筋混凝土造,95年5月19日,十層,
RPURMLOKJIGGFAO98DA,32,32.52,住家用,鋼筋混凝土造,78年7月25日,五層,四層 陽台
RPURMLOKJIGGFAO98DA,32,16.79,共有部分,鋼筋混凝土造,78年7月25日,五層,
RPRNMLNKJIGGFAO18DA,13,24.32,辦公室,鋼筋混凝土造,97年9月11日,十層,八層 雨遮
RPRNMLNKJIGGFAO18DA,13,14.37,防空避難室兼停車空間、樓梯間、機電室、機械室、水箱、電梯樓梯間走廊,鋼筋混凝土造,97年9月11日,十層,
RPRNMLNKJIGGFAO18DA,13,.12,守衛室,鋼筋混凝土造,97年9月11日,十層,
RPPPMLQLJIGGFAO68EA,27,94.90,住家用,鋼筋混凝土造,83年8月8日,七層,二層 陽台
RPPPMLQLJIGGFAO68EA,27,31.87,共有部分,鋼筋混凝土造,83年8月8日,七層,
RPRNMLQLJIGGFAO68EA,21,219.76,辦公室,鋼骨鋼筋混凝土造,89年10月18日,十七層,十四層 陽台
RPRNMLQLJIGGFAO68EA,21,.30,管理員室,鋼骨鋼筋混凝土造,89年10月18日,十七層,地下二層
RPPNMLKMJIGGFAO97EA,9,56.80,辦公室,鋼筋混凝土造,101年7月30日,十一層,九層 陽台 雨遮
RPRNMLQLJIGGFAO68EA,21,50.98,共有部分,鋼骨鋼筋混凝土造,89年10月18日,十七層,
RPPNMLKMJIGGFAO97EA,9,17.75,共有部分,鋼筋混凝土造,101年7月30日,十一層,
RPRNMLQLJIGGFAO68EA,21,1.99,共有部分,鋼骨鋼筋混凝土造,89年10月18日,十七層,
RPRNMLQLJIGGFAO68EA,21,3.53,共有部分,鋼骨鋼筋混凝土造,89年10月18日,十七層,
RPRNMLQLJIGGFAO68EA,21,65.51,共有部分,鋼骨鋼筋混凝土造,89年10月18日,十七層,
RPRNMLQLJIGGFAO68EA,21,2.02,共有部分,鋼骨鋼筋混凝土造,89年10月18日,十七層,
RPRNMLKMJIGGFAO18EA,49,150.88,住商用,加強磚造,61年10月20日,二層,一層 二層 騎樓
RPPOMLKMJIGGFAO08EA,13,.03,辦公室,鋼筋混凝土造,98年3月19日,十層,地下二層
RPPOMLKMJIGGFAO08EA,13,32.56,辦公室,鋼筋混凝土造,98年3月19日,十層,五層 陽台 雨遮
RPPOMLKMJIGGFAO08EA,13,5.01,防空避難室兼停車空間、水箱、機房、電信機房、樓梯間,鋼筋混凝土造,98年3月19日,十層,
RPPOMLKMJIGGFAO08EA,13,14.76,防空避難室兼停車空間、水箱、機房、電信機房、樓梯間,鋼筋混凝土造,98年3月19日,十層,
RPPOMLKMJIGGFAO08EA,13,4.04,樓梯間,鋼筋混凝土造,98年3月19日,十層,
RPUNMLKMJIGGFAO48EA,16,26.14,辦公類場所,鋼筋混凝土造,94年6月5日,六層,六層 陽台
RPUNMLKMJIGGFAO48EA,16,10.99,樓梯間、電梯機房、水箱,鋼筋混凝土造,94年6月5日,六層,
RPVOMLTLJIGGFAO76DA,24,25.02,住家用,鋼筋混凝土造,87年3月18日,四層,二層 陽台
RPVOMLTLJIGGFAO76DA,24,25.02,住家用,鋼筋混凝土造,87年3月18日,四層,二層 陽台
RPVOMLTLJIGGFAO76DA,24,25.02,住家用,鋼筋混凝土造,87年3月18日,四層,三層 陽台
RPVOMLTLJIGGFAO76DA,24,25.02,住家用,鋼筋混凝土造,87年3月18日,四層,三層 陽台
RPVOMLTLJIGGFAO76DA,24,7.56,共有部分,鋼筋混凝土造,87年3月18日,四層,
RPVOMLTLJIGGFAO76DA,24,7.56,共有部分,鋼筋混凝土造,87年3月18日,四層,
RPVOMLTLJIGGFAO76DA,24,6.45,共有部分,鋼筋混凝土造,87年3月18日,四層,
RPVOMLTLJIGGFAO76DA,24,6.45,共有部分,鋼筋混凝土造,87年3月18日,四層,
RPWNMLKMJIGGFAO58DA,29,84.48,住家用,鋼筋混凝土造,81年8月14日,五層,二層 陽台
RPWNMLKMJIGGFAO58DA,29,17.54,共有部分,鋼筋混凝土造,81年8月14日,五層,
RPPPMLTLJIGGFAO88DA,19,34.11,辦公室,鋼筋混凝土造,91年8月31日,十二層,七層 陽台
RPPPMLTLJIGGFAO88DA,19,9.02,梯間、車庫、防空避難室、水箱、機房,鋼筋混凝土造,91年8月31日,十二層,
RPPPMLTLJIGGFAO88DA,19,2.11,通道,鋼筋混凝土造,91年8月31日,十二層,
RPOPMLLKJIGGFAO87DA,25,33.61,商業用,鋼筋混凝土造,85年11月5日,十一層,七層 陽台
RPOPMLLKJIGGFAO87DA,25,14.21,避難室兼停車空間商場,鋼筋混凝土造,85年11月5日,十一層,
RPPRMLRKJIGGFAO78DA,66,55.69,住宅,木石磚造〈磚石造〉,44年7月15日,一層,一層
RPXOMLLJJIGGFAO58DA,26,148.70,住家用,鋼筋混凝土造,84年7月15日,六層,六層 陽台
RPXOMLLJJIGGFAO58DA,26,36.97,共有部分,鋼筋混凝土造,84年7月15日,六層,
RPVOMLKMJIGGFAO58DA,49,46.76,住宅,磚石造,61年7月1日,一層,一層
RPTOMLKMJIGGFAO38DA,24,33.60,辦公室,鋼筋混凝土造,86年5月20日,十七層,十四層 陽台 花台
RPTOMLKMJIGGFAO38DA,24,1.50,社區健身中心,鋼筋混凝土造,86年5月20日,十七層,四層 陽台 露台 花台
RPTOMLKMJIGGFAO38DA,24,9.17,共有部分,鋼筋混凝土造,86年5月20日,十七層,
RPTOMLKMJIGGFAO38DA,24,.16,共有部分,鋼筋混凝土造,86年5月20日,十七層,
RPTOMLKMJIGGFAO38DA,24,3.48,共有部分,鋼筋混凝土造,86年5月20日,十七層,
RPTOMLKMJIGGFAO38DA,24,.10,共有部分,鋼筋混凝土造,86年5月20日,十七層,
RPXRMLLJKIGGFAO09EA,24,26.09,旅館,鋼筋混凝土造,87年1月8日,九層,七層 陽台
RPXRMLLJKIGGFAO09EA,24,5.80,見使用執照,鋼筋混凝土造,87年1月8日,九層,
RPXRMLLJKIGGFAO09EA,24,1.89,共有部分,鋼筋混凝土造,87年1月8日,九層,
RPXRMLLJKIGGFAO09EA,24,4.49,見使用執照,鋼筋混凝土造,87年1月8日,九層,
RPVPMLLJKIGGFAO68EA,6,.02,辦公室,鋼筋混凝土造,104年10月30日,二十四層,一層
RPVPMLLJKIGGFAO68EA,6,97.81,集合住宅,鋼筋混凝土造,104年10月30日,二十四層,三層 陽台 雨遮
RPVPMLLJKIGGFAO68EA,6,17.53,共有部分,鋼筋混凝土造,104年10月30日,二十四層,
RPVPMLLJKIGGFAO68EA,6,29.04,共有部分,鋼筋混凝土造,104年10月30日,二十四層,
RPVPMLLJKIGGFAO68EA,6,29.53,共有部分,鋼筋混凝土造,104年10月30日,二十四層,
RPWOMLNLJIGGFAO88DA,29,56.03,住家用,鋼筋混凝土造,82年5月5日,十四層,十一層 陽台
RPWOMLNLJIGGFAO88DA,29,3.37,停車位,鋼筋混凝土造,82年5月5日,十四層,地下二層
RPWOMLNLJIGGFAO88DA,29,.88,共有部分,鋼筋混凝土造,82年5月5日,十四層,
RPWOMLNLJIGGFAO88DA,29,16.67,共有部分,鋼筋混凝土造,82年5月5日,十四層,
RPSQMLLJKIGGFAO48EA,52,107.70,住家用,加強磚造,59年1月26日,二層,一層 二層
RPSQMLMJKIGGFAO58EA,11,84.33,集合住宅,鋼筋混凝土造,99年8月9日,十五層,十二層 陽台 雨遮
RPSQMLMJKIGGFAO58EA,11,72.26,共有部分,鋼筋混凝土造,99年8月9日,十五層,
RPSQMLMJKIGGFAO58EA,11,18.14,共有部分,鋼筋混凝土造,99年8月9日,十五層,
RPQQMLLJKIGGFAO28EA,14,.04,守衛室,鋼筋混凝土造,96年6月30日,六層,一層
RPQQMLLJKIGGFAO28EA,14,18.33,集合住宅,鋼筋混凝土造,96年6月30日,六層,六層 陽台
RPQQMLLJKIGGFAO28EA,14,10.15,共同使用部份,鋼筋混凝土造,96年6月30日,六層,
RPOOMLQLJIGGFAO38DA,26,85.36,住家用,鋼筋混凝土造,85年1月23日,七層,七層 陽台 露台 花台
RPOOMLQLJIGGFAO38DA,26,25.70,共有部分,鋼筋混凝土造,85年1月23日,七層,
RPOQMLLJKIGGFAO08EA,8,49.41,集合住宅,鋼筋混凝土造,103年4月10日,五層,五層 陽台
RPOQMLLJKIGGFAO08EA,8,34.70,共有部分,鋼筋混凝土造,103年4月10日,五層,
RPTOMLQLJIGGFAO88DA,4,273.11,停車空間、集合住宅、梯間,鋼筋混凝土造,107年1月22日,五層,一層 二層 三層 四層 五層 陽台 見其他登記事項
RPXSMLLJKIGGFAO09DA,,174.33,住家用,加強磚造,,一層,一層
RPVRMLMJKIGGFAO88DA,,84.96,住家用,鋼筋混凝土造,,五層,三層
RPVRMLMJKIGGFAO88DA,,3.12,共有部分,鋼筋混凝土造,,五層,
RPORMLMJKIGGFAO18DA,44,103.50,住家用,加強磚造,66年10月26日,二層,一層 二層
RPQSMLMJKIGGFAO48DA,,174.88,停車空間、集合住宅、樓梯間,鋼筋混凝土造,110年9月15日,四層,一層 二層 三層 四層 陽台 見其他登記事項
RPRSMLMJKIGGFAO58DA,,174.88,停車空間、集合住宅、樓梯間,鋼筋混凝土造,110年9月15日,四層,一層 二層 三層 四層 陽台 見其他登記事項
RPOVMLMJKIGGFAO58DA,1,.18,店舖、辦公室,鋼筋混凝土造,109年12月8日,十四層,一層
RPOVMLMJKIGGFAO58DA,1,103.18,集合住宅,鋼筋混凝土造,109年12月8日,十四層,四層 陽台 雨遮
RPOVMLMJKIGGFAO58DA,1,66.27,共有部分,鋼筋混凝土造,109年12月8日,一層,
RPOVMLMJKIGGFAO58DA,1,31.58,共有部分,鋼筋混凝土造,109年12月8日,一層,
RPOVMLMJKIGGFAO58DA,1,19.29,共有部分,鋼筋混凝土造,109年12月8日,十四層,
RPVTMLMJKIGGFAO09DA,39,62.86,住家用,鋼筋混凝土造,72年2月10日,五層,四層 陽台
RPVTMLMJKIGGFAO09DA,39,3.76,共有部分,鋼筋混凝土造,72年2月10日,五層,
RPUSMLMJKIGGFAO88DA,30,32.41,見使用執照,鋼筋混凝土造,80年9月9日,七層,二層 花台
RPUSMLMJKIGGFAO88DA,30,8.75,共有部分,鋼筋混凝土造,80年9月9日,七層,
RPUSMLMJKIGGFAO88DA,30,3.99,共有部分,鋼筋混凝土造,80年9月9日,七層,
RPVUMLNJKIGGFAO66DA,13,109.70,集合住宅,鋼筋混凝土造,98年3月31日,十層,五層 陽台
RPVUMLNJKIGGFAO66DA,13,66.12,防空避難室兼停車場、機房、警衛室、眷村文物展示空間、迎賓會館、托兒中心、廊道、管理中心、樓梯間、垃圾集中場、儲藏室、水箱、機房,鋼筋混凝土造,98年3月31日,十四層,
RPXUMLMJKIGGFAO86EA,15,20.19,集合住宅,鋼筋混凝土造,95年5月19日,十層,六層 陽台
RPXUMLMJKIGGFAO86EA,15,13.41,停車空間、樓梯間、防空避難室、機房、水塔,鋼筋混凝土造,95年5月19日,十層,
RPPQMLMJKIGGFAO28EA,28,90.73,住家用,鋼筋混凝土造,83年2月5日,十一層,五層 陽台
RPPQMLMJKIGGFAO28EA,28,13.65,共有部分,鋼筋混凝土造,83年2月5日,十一層,
RPPQMLMJKIGGFAO28EA,28,8.86,共有部分,鋼筋混凝土造,83年2月5日,十二層,
RPOONLNJKIGGFAO18EA,,70.00,住家用,鋼筋混凝土造,,四層,三層
RPOONLNJKIGGFAO18EA,,17.25,共有部分,鋼筋混凝土造,,四層,
RPOPNLNJKIGGFAO18DA,27,18.48,住家用,鋼筋混凝土造,84年3月31日,五層,四層 陽台
RPPNMLQLJIGGFAO48EA,30,127.71,住家用,鋼筋混凝土造,81年1月29日,十二層,九層
RPOPNLNJKIGGFAO18DA,27,3.50,共有部分,鋼筋混凝土造,84年3月31日,五層,
RPPNMLQLJIGGFAO48EA,30,12.16,共有部分,鋼筋混凝土造,81年1月29日,000,
RPPNMLQLJIGGFAO48EA,30,43.55,共有部分,鋼筋混凝土造,81年1月29日,十二層,
RPONNLNJKIGGFAO97DA,,38.02,集合住宅,鋼筋混凝土造,110年5月19日,五層,四層 陽台
RPONNLNJKIGGFAO97DA,,9.40,共有部分,鋼筋混凝土造,110年5月19日,五層,
RPONNLNJKIGGFAO97DA,,16.19,共有部分,鋼筋混凝土造,110年5月19日,五層,
RPUTMLMJKIGGFAO98DA,40,93.40,住家用,鋼筋混凝土造,71年4月16日,五層,二層 陽台
RPUTMLMJKIGGFAO98DA,40,13.15,共有部分,鋼筋混凝土造,71年4月16日,五層,
RPTQMLMJKIGGFAO68EA,,56.80,住家用,鋼筋混凝土造,,五層,五層
RPTQMLMJKIGGFAO68EA,,6.32,共有部分,鋼筋混凝土造,,四層,
RPXPMLNJJIGGFAO88DA,5,73.49,集合住宅,鋼筋混凝土造,106年2月17日,五層,五層 陽台
RPXPMLNJJIGGFAO88DA,5,8.20,共有部分,鋼筋混凝土造,106年2月17日,五層,
RPXPMLNJJIGGFAO88DA,5,18.19,共有部分,鋼筋混凝土造,106年2月17日,五層,
RPTOMLMKJIGGFAO38DA,3,.04,辦公室,鋼筋混凝土造,108年4月25日,二十九層,一層 騎樓
