鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
內湖區,房地(土地+建物),臺北市內湖區內湖路一段411巷2號4樓,36.9,住,,,1100321,土地1建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670321,86.63,3,1,1,有,無,無,20000,231,,0.0,0,,RPOPMLLJMHGGFCA86CC
中山區,建物,臺北市中山區南京東路二段２４巷３號四樓,0.0,商,,,1100316,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0620131,98.96,3,3,2,有,無,有,35000,354,,0.0,0,含增建或未登記建物。；租賃期間含免租金裝潢期。,RPWPMLLJMHGGFCA67CC
內湖區,建物,臺北市內湖區行善路398號五樓,0.0,工,,,1100319,土地0建物1車位6,五層,9,辦公商業大樓,見其他登記事項,鋼筋混凝土造,1010815,985.88,0,0,0,無,有,無,178500,181,坡道平面,0.0,0,,RPOQMLLJMHGGFCA96CC
內湖區,建物,臺北市內湖區民善街83號2樓,0.0,工,,,1100330,土地0建物1車位2,二層,7,辦公商業大樓,見其他登記事項,鋼筋混凝土造,0981225,331.73,0,0,0,無,有,無,88000,265,坡道平面,0.0,0,,RPPQMLLJMHGGFCA07CC
內湖區,建物,臺北市內湖區成功路4段188號11樓之3,0.0,其他,,,1100401,土地0建物1車位0,十一層,15,辦公商業大樓,見其他登記事項,鋼筋混凝土造,1050616,68.2,1,0,1,有,有,有,27000,396,,0.0,0,租金未含管理費,RPQQMLLJMHGGFCA17CC
中山區,建物,臺北市中山區中山北路一段121巷33號十二樓之3,0.0,商,,,1100313,土地0建物1車位0,十二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000128,96.36999999999999,2,1,1,有,有,有,53000,550,,0.0,0,續租。；含管理費、稅金或水電等費用。；,RPXQMLLJMHGGFCA87CC
內湖區,建物,臺北市內湖區瑞光路192號7樓之3,0.0,其他,,,1100309,土地0建物1車位0,七層,12,辦公商業大樓,工業用,見使用執照,0891106,370.77,5,1,0,有,有,有,136534,368,,0.0,0,,RPQRMLLJMHGGFCA27CC
中山區,建物,臺北市中山區長春路97號9樓,0.0,商,,,1100303,土地0建物1車位0,九層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030529,228.45,3,2,2,有,有,有,95000,416,,0.0,0,,RPRRMLLJMHGGFCA37CC
中山區,建物,臺北市中山區民權西路9巷22號9樓之5,0.0,商,,,1100305,土地0建物1車位0,九層,14,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,1011112,77.27,1,1,1,有,有,有,40000,518,,0.0,0,,RPSRMLLJMHGGFCA47CC
中山區,建物,臺北市中山區南京東路2段108號18樓之9,0.0,其他,,,1100305,土地0建物1車位0,十八層,18,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0990917,99.61000000000001,2,2,1,有,有,有,60000,602,,0.0,0,,RPTRMLLJMHGGFCA57CC
