鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
前鎮區,房地(土地+建物)+車位,高雄市前鎮區二聖一路220號14樓,10.85,商,,,1100311,土地1建物1車位1,十四層,28,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1080515,168.36,2,2,1,有,有,有,28000,166,坡道平面,38.04,0,,RPXNMLOKLHGGFCE28CC
前鎮區,建物,高雄市前鎮區文林街150號27樓之2,0.0,商,,,1100311,土地0建物1車位0,見其它登記事項,39,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,0880209,143.14,3,2,2,有,有,有,20000,140,,0.0,0,,RPPOMLOKLHGGFCE57CC
前鎮區,建物,高雄市前鎮區文林街150號28樓之2,0.0,商,,,1100227,土地0建物1車位0,見其它登記事項,39,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,0880209,137.38,3,2,2,有,有,有,22000,160,,0.0,0,,RPQOMLOKLHGGFCE67CC
前鎮區,房地(土地+建物),高雄市前鎮區新光路21號6樓之11,1.28,住,,,1100301,土地2建物1車位0,六層,39,套房(1房1廳1衛),住家用,見其它登記事項,0880209,47.47,1,1,1,有,有,有,9000,190,,0.0,0,含第四台,RPQQMLPKLHGGFCE97CC
前鎮區,房地(土地+建物),高雄市前鎮區林森四路168號7樓之1,18.44,住,,,1100217,土地1建物1車位0,七層,9,華廈(10層含以下有電梯),住家用,見其它登記事項,0950227,87.21,2,1,2,有,有,有,16500,189,,0.0,0,含管理費,RPVQMLPKLHGGFCE48CC
前鎮區,房地(土地+建物),高雄市前鎮區管仲南路360號9樓之2,19.45,住,,,1100305,土地1建物1車位0,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941228,208.74,3,2,2,有,有,有,33000,158,,0.0,0,含管理費,RPQRMLPKLHGGFCE08CC
前鎮區,房地(土地+建物),高雄市前鎮區鄭和南路367號20樓,17.56,住,,,1100308,土地1建物1車位0,二十層,27,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941228,187.51999999999998,3,2,2,有,有,有,30000,160,,0.0,0,含管理費,RPRRMLPKLHGGFCE18CC
三民區,房地(土地+建物),高雄市三民區凱歌路262號,111.48,住,,,1100310,土地1建物1車位0,全,5,透天厝,住家用,鋼筋混凝土造,0900418,439.09,6,4,8,有,無,無,45000,102,,0.0,0,,RPWNMLPKLHGGFDE38CC
三民區,建物,高雄市三民區建興路87號,0.0,商,,,1100315,土地0建物0車位0,全,5,透天厝,見其它登記事項,鋼筋混凝土造,0950517,21.66,1,0,1,有,無,有,5000,231,,0.0,0,本案為共隔17間分租套、雅房，本次僅出租此間為21.66平方公尺,RPPOMLPKLHGGFDE77CC
三民區,建物,高雄市三民區覺民路641號,0.0,住,,,1100313,土地0建物0車位0,全,5,透天厝,住商用,鋼筋混凝土造,0940930,23.36,1,0,1,有,無,有,6000,257,,0.0,0,本案為共隔11間分租套、雅房，本次僅出租此間為23.36平方公尺,RPTPMLPKLHGGFDE28CC
三民區,建物,高雄市三民區寧夏街3巷22-6號,0.0,住,,,1100309,土地0建物1車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0671216,56.25,3,1,1,有,無,有,7000,124,,0.0,0,,RPTQMLPKLHGGFDE38CC
新興區,房地(土地+建物)+車位,高雄市新興區五福一路108號5樓之2,13.66,商,,,1100217,土地3建物1車位1,五層,26,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0910301,227.79,4,2,2,有,有,有,37770,166,坡道平面,0.0,0,,RPXNMLPKLHGGFBE28CC
