編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPWNMLQLKHGGFBQ76DA,18,21.64,住家用,鋼筋混凝土造,92年2月14日,四層,四層 陽台
RPWNMLQLKHGGFBQ76DA,18,2.50,公共空間（樓梯間，電梯間）,鋼筋混凝土造,92年2月14日,四層,
RPWNMLQLKHGGFBQ76DA,18,3.69,公共空間,鋼筋混凝土造,92年2月14日,四層,
RPTNMLSJLHGGFBQ56DA,39,93.96,住商用,加強磚造,70年9月15日,二層,一層 二層
RPSNMLTJLHGGFDQ76DA,41,156.35,住家用,鋼筋混凝土加強磚造,68年12月6日,三層,一層 二層 三層 騎樓
RPPNMLTJLHGGFDQ09DA,23,216.75,住家用,鋼筋混凝土造,87年5月18日,四層,一層 二層 三層 四層 陽台 平台
RPPNMLSJLHGGFEQ09DA,28,110.14,住家用,鋼筋混凝土造,82年6月17日,三層,一層 二層 三層 電梯樓梯間
RPUNMLTJLHGGFDQ96DA,26,20.87,梯間,鋼筋混凝土造,83年10月12日,七層,
RPUNMLTJLHGGFDQ96DA,26,31.93,停車場、防空避難室,鋼筋混凝土造,83年10月12日,七層,
RPUNMLTJLHGGFDQ96DA,26,93.89,住家用,鋼筋混凝土造,83年10月12日,七層,三層 陽台
RPRNMLTJLHGGFEQ76DA,4,384.69,住宅、梯間,鋼筋混凝土造,106年6月8日,四層,一層 二層 三層 四層 陽台 屋頂突出物
RPSNMLKKLHGGFCQ58EA,41,100.95,住家用,鋼筋混凝土加強磚造,69年4月30日,二層,一層 二層 騎樓
RPVNMLTJLHGGFDQ07DA,1,265.33,住宅、店舖、停車空間,鋼筋混凝土造,109年5月8日,四層,一層 二層 三層 四層 陽台
RPWNMLTJLHGGFDQ17DA,40,130.62,住家用,鋼筋混凝土加強磚造,70年3月24日,二層,一層 二層 電梯樓梯間
RPPNMLMJLHGGFDQ38DA,41,51.30,住家用,鋼筋混凝土加強磚造,69年5月22日,二層,一層 二層
RPQNMLKKLHGGFDQ38DA,41,89.23,住家用,鋼筋混凝土加強磚造,69年3月1日,二層,一層 二層
RPPNMLKKLHGGFCQ18DA,38,105.28,住家用,鋼筋混凝土加強磚造,72年3月24日,二層,一層 二層 騎樓
RPRNMLKKLHGGFDQ48DA,4,170.95,住家用,鋼筋混凝土造,105年8月19日,三層,一層 二層 三層 陽台 見其他登記事項
RPVNMLTJLHGGFCQ96DA,1,142.23,住家用,鋼筋混凝土造,109年7月31日,三層,一層 二層 三層 見其他登記事項
RPQNMLQLKHGGFCQ88DA,38,113.35,住家用,鋼筋混凝土加強磚造,72年4月23日,二層,一層 二層 陽台
RPUNMLNLKHGGFBQ88DA,37,105.21,住家用,鋼筋混凝土加強磚造,73年3月15日,二層,一層 二層 騎樓 電梯樓梯間
RPPNMLTJLHGGFEQ56DA,40,103.08,住家用,鋼筋混凝土加強磚造,69年8月19日,二層,一層 二層 騎樓
RPPNMLKKLHGGFBQ08DA,16,17.44,住家用,鋼筋混凝土造,94年1月3日,五層,四層 陽台
RPPNMLKKLHGGFBQ08DA,16,1.72,梯廳、樓電梯室、消防泵浦、電信室、梯間,鋼筋混凝土造,94年1月3日,五層,
RPPNMLKKLHGGFBQ08DA,16,2.62,走廊,鋼筋混凝土造,94年1月3日,五層,
RPQNMLLKLHGGFBQ28DA,14,4.20,共有部分,鋼筋混凝土造,95年8月28日,,
RPQNMLLKLHGGFBQ28DA,14,4.20,共有部分,鋼筋混凝土造,95年8月28日,,
RPQNMLLKLHGGFBQ28DA,14,15.06,住家用,鋼筋混凝土造,95年8月28日,八層,六層 陽台
RPQNMLLKLHGGFBQ28DA,14,15.06,住家用,鋼筋混凝土造,95年8月28日,八層,六層 陽台
RPQNMLLKLHGGFBQ28DA,14,5.78,共有部分,鋼筋混凝土造,95年8月28日,,
RPQNMLLKLHGGFBQ28DA,14,5.78,共有部分,鋼筋混凝土造,95年8月28日,,
RPVNMLSKKHGGFCQ86DA,42,109.60,商業用,鋼筋混凝土加強磚造,68年5月4日,二層,一層 二層 騎樓
RPUNMLTJLHGGFCQ86DA,39,121.72,住家用,鋼筋混凝土加強磚造,71年6月11日,二層,一層 二層 電梯樓梯間
RPOOMLLKLHGGFDQ38DA,17,4.91,集合住宅,鋼筋混凝土造,93年6月9日,五層,
RPOOMLLKLHGGFDQ38DA,17,17.07,集合住宅,鋼筋混凝土造,93年6月9日,五層,四層 陽台
RPXNMLLKLHGGFDQ56DA,17,4.86,集合住宅,鋼筋混凝土造,93年6月9日,五層,
RPXNMLLKLHGGFDQ56DA,17,17.37,集合住宅,鋼筋混凝土造,93年6月9日,五層,四層 陽台
RPSNMLRKKHGGFEQ66DA,28,119.50,住家用,鋼筋混凝土造,82年4月1日,十八層,十一層 陽台
RPSNMLRKKHGGFEQ66DA,28,32.60,防空避難室兼停車場,鋼筋混凝土造,82年4月1日,,地下三層
RPSNMLRKKHGGFEQ66DA,28,19.81,梯間,鋼筋混凝土造,82年4月1日,十八層,
RPSNMLRKKHGGFEQ66DA,28,5.61,守衛室．健身房．游泳池．防空避難室兼停車場,鋼筋混凝土造,82年4月1日,,
