鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
龜山區,房地(土地+建物)+車位,桃園市龜山區文化一路與華亞三路B6棟9樓,8.86,商,,,1090710,土地1建物1車位1,九層,24,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,120.07,0,0,1,有,無,7260000,64180,坡道平面,31.88,1600000,,RPUONLSKMHGGFHH76CB
龜山區,房地(土地+建物)+車位,桃園市龜山區文化一路與華亞三路B6棟10樓,8.86,商,,,1090715,土地1建物1車位1,十層,24,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,120.07,0,0,1,有,無,7170000,63159,坡道平面,31.88,1600000,,RPVONLSKMHGGFHH86CB
龜山區,房地(土地+建物)+車位,桃園市龜山區文化一路與華亞三路B6棟11樓,8.86,商,,,1090629,土地1建物1車位1,十一層,24,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,120.07,0,0,1,有,無,7000000,61231,坡道平面,31.88,1600000,,RPWONLSKMHGGFHH96CB
龜山區,房地(土地+建物)+車位,桃園市龜山區文化一路與華亞三路B6棟12樓,12.35,商,,,1090423,土地1建物1車位1,十二層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,157.72,3,2,2,有,無,10600000,71519,坡道平面,31.88,1600000,,RPXONLSKMHGGFHH07CB
龜山區,房地(土地+建物)+車位,桃園市龜山區文化一路與華亞三路B6棟13樓,12.35,商,,,1090529,土地1建物1車位1,十三層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.59,3,2,2,有,無,10700000,71519,坡道平面,33.75,1700000,,RPOPNLSKMHGGFHH88CB
龜山區,房地(土地+建物)+車位,桃園市龜山區文化一路與華亞三路B6棟14樓,12.35,商,,,1090625,土地1建物1車位1,十四層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,157.72,3,2,2,有,無,10900000,73109,坡道平面,31.88,1700000,,RPPPNLSKMHGGFHH98CB
龜山區,房地(土地+建物)+車位,桃園市龜山區文化一路與華亞三路B6棟15樓,12.35,商,,,1090731,土地1建物1車位1,十五層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,157.72,3,2,2,有,無,10780000,72155,坡道平面,31.88,1700000,,RPQPNLSKMHGGFHH09CB
龜山區,房地(土地+建物)+車位,桃園市龜山區文化一路與華亞三路B6棟16樓,12.35,商,,,1090722,土地1建物1車位1,十六層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,157.72,3,2,2,有,無,10750000,71917,坡道平面,31.88,1700000,,RPRPNLSKMHGGFHH56CB
龜山區,房地(土地+建物)+車位,桃園市龜山區文化一路與華亞三路B6棟17樓,12.14,商,,,1090731,土地1建物1車位1,十七層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,156.05,3,2,2,有,無,10800000,72711,坡道平面,30.21,1650000,,RPSPNLSKMHGGFHH66CB
龜山區,房地(土地+建物)+車位,桃園市龜山區文化一路與華亞三路B7棟4樓,9.91,商,,,1090115,土地1建物1車位1,四層,24,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,129.83,0,0,1,有,無,7830000,61534,坡道平面,30.21,1700000,,RPTPNLSKMHGGFHH76CB
龜山區,房地(土地+建物)+車位,桃園市龜山區文化一路與華亞三路B7棟5樓,10.12,商,,,1090313,土地1建物1車位1,五層,24,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,133.37,0,0,1,有,無,7760000,61835,坡道平面,33.75,1600000,,RPUPNLSKMHGGFHH86CB
龜山區,房地(土地+建物)+車位,桃園市龜山區文化一路與華亞三路B7棟6樓,10.12,商,,,1090915,土地1建物1車位1,六層,24,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,131.5,0,0,1,有,無,7960000,62839,坡道平面,31.88,1700000,,RPVPNLSKMHGGFHH96CB
