鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
中西區,建物,臺南市中西區民生路二段305號5樓之5,0.0,商,,,1100310,土地0建物1車位0,五層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860118,29.229999999999997,1,0,1,有,有,有,7000,239,,0.0,0,,RPRNMLLKLHGGFAD07CC
北區,建物,臺南市北區北園街128巷19弄38號,0.0,其他,,,1100310,土地0建物1車位0,全,2,透天厝,住家用,加強磚造,0690917,103.4,5,2,3,有,無,有,14000,135,,0.0,0,,RPVNMLLKLHGGFAD47CC
北區,建物,臺南市北區文賢一路132號,0.0,住,,,1100215,土地0建物1車位0,見其他登記事項,3,店面(店鋪),住商用,鋼筋混凝土造,0840511,196.48,4,2,3,有,無,無,30000,153,,0.0,0,,RPWNMLLKLHGGFAD57CC
中西區,建物,臺南市中西區永華路一段66號,0.0,住,,,1100217,土地0建物1車位0,見其他登記事項,3,店面(店鋪),住家用,加強磚造,0630903,91.62,3,1,2,有,無,無,19900,217,,0.0,0,,RPXNMLLKLHGGFAD67CC
中西區,建物,臺南市中西區府前路一段196巷3號四樓之2,0.0,商,,,1100225,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0681002,111.26,3,2,2,有,無,有,12000,108,,0.0,0,,RPOOMLLKLHGGFAD86CC
安平區,建物,臺南市安平區建平十七街165號九樓之7,0.0,商,,,1100228,土地0建物1車位0,九層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841121,25.45,1,0,1,有,有,有,8000,314,,0.0,0,,RPSOMLLKLHGGFAD27CC
中西區,建物,臺南市中西區中山路174號,0.0,商,,,1100304,土地0建物1車位0,全,3,透天厝,住商用,加強磚造,0570330,56.91,0,1,1,有,無,無,40000,703,,0.0,0,,RPXOMLLKLHGGFAD77CC
中西區,建物,臺南市中西區永福路一段38號,0.0,住,,,1100304,土地0建物1車位0,全,2,透天厝,住家用,加強磚造,0560101,30.19,1,2,1,有,無,無,24000,795,,0.0,0,,RPRPMLLKLHGGFAD27CC
東區,建物,臺南市東區慶東街180巷11號,0.0,住,,,1100222,土地0建物1車位0,全,2,透天厝,住家用,加強磚造,0630604,117.65,3,2,2,有,無,無,19000,161,,0.0,0,,RPVNMLLKLHGGFCD67CC
東區,建物,臺南市東區立德十路3號四樓之6,0.0,商,,,1100302,土地0建物1車位0,四層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0811222,69.42,1,1,1,有,有,有,9500,137,,0.0,0,,RPUPMLLKLHGGFCD77CC
東區,建物,臺南市東區崇賢三路２６號十四樓之１,0.0,住,,,1100221,土地0建物1車位1,十四層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061031,182.09,3,2,2,有,有,有,27000,148,坡道平面,29.01,0,租金含管理費。,RPWPMLLKLHGGFCD97CC
永康區,建物,臺南市永康區忠孝路152巷14號4樓,0.0,住,,,1100310,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),國民住宅,鋼筋混凝土造,0720224,95.54,3,2,2,有,無,有,13000,136,,0.0,0,,RPQNMLLKLHGGFKD97CC
永康區,建物,臺南市永康區中華路7巷20弄36號17樓之1,0.0,住,,,1100310,土地0建物1車位0,十七層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840407,115.64,2,2,2,有,有,有,20000,173,,0.0,0,,RPRNMLLKLHGGFKD08CC
永康區,建物,臺南市永康區永興路65號4樓之6,0.0,商,,,1100310,土地0建物1車位0,四層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0810723,121.06,2,2,2,有,有,有,17000,140,,0.0,0,,RPTNMLLKLHGGFKD28CC
永康區,建物,臺南市永康區永華路339巷21號,0.0,住,,,1100310,土地0建物1車位0,全,2,透天厝,住家用,鋼筋混凝土造,0780627,147.0,4,2,3,有,無,有,20200,137,,0.0,0,,RPUNMLLKLHGGFKD38CC
善化區,房地(土地+建物),臺南市善化區小新營56-16號,98.44,住,,,1100302,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,0820908,193.53,4,1,2,有,無,有,32000,165,,0.0,0,,RPRPMLLKLHGGFHD97CC
柳營區,房地(土地+建物),臺南市柳營區柳營路一段207號,60475.49,,特定農業區,丁種建築用地,1100305,土地9建物1車位0,見其他登記事項,2,工廠,見其他登記事項,見其他登記事項,,20409.56,0,0,0,無,無,有,186200,,,0.0,0,一個地址，但各有9筆地建號，僅出租部分，共532坪，每坪350元整，故每月租金為532*350=186200元。,RPWNMLLKLHGGFDD87CC
安南區,房地(土地+建物),臺南市安南區環館路386巷35號,343.06,住,,,1100304,土地3建物1車位0,全,4,透天厝,見其他登記事項,鋼筋混凝土造,1041027,471.53999999999996,3,3,4,有,無,無,35000,74,,0.0,0,,RPROMLMKLHGGFBD37CC
安南區,房地(土地+建物),臺南市安南區臺南市安南區永安路62號,256.67,工,,,1100227,土地1建物1車位0,見其他登記事項,1,工廠,見其他登記事項,見其他登記事項,1051110,197.01,0,0,0,無,無,無,38000,,,0.0,0,,RPWQMLMKLHGGFBD08CC
永康區,房地(土地+建物),臺南市永康區東橋十街116.118號,260.65,住,,,1100310,土地2建物2車位0,一層,4,店面(店鋪),見其他登記事項,見其他登記事項,1010619,116.98,0,0,0,無,無,無,68000,581,,0.0,0,,RPPRMLMKLHGGFKD38CC
永康區,房地(土地+建物),臺南市永康區臺南市永康區復國一路445號,82.0,商,,,1100224,土地1建物1車位0,見其他登記事項,3,店面(店鋪),住商用,鋼筋混凝土造,0810512,202.55,5,2,4,有,無,無,30000,148,,0.0,0,,RPURMLMKLHGGFKD88CC
安平區,建物,臺南市安平區健康路三段317號12樓之6,0.0,商,,,1100310,土地0建物1車位0,十二層,27,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1051109,86.31,2,2,1,有,有,有,20000,232,,0.0,0,,RPQOMLMKLHGGFAD17CC
中西區,建物,臺南市中西區神農街32號四樓之2,0.0,商,,,1100304,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730523,74.96,3,1,2,有,無,有,6800,91,,0.0,0,,RPWOMLMKLHGGFAD77CC
新市區,土地,潭頂段595-12地號,76.0,,鄉村區,乙種建築用地,1100312,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,13000,171,,0.0,0,,RPRNMLNKLHGGFHD97CC
北區,房地(土地+建物),臺南市北區公園南路365號3樓之5,3.26,住,,,1100218,土地1建物1車位0,三層,14,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,0960824,29.54,1,0,1,有,有,有,7000,237,,0.0,0,含管理費、稅金或水電等費用。；,RPSNMLOKLHGGFAD47CC
北區,房地(土地+建物)+車位,臺南市北區公園南路367號六樓之2,16.67,住,,,1100219,土地1建物1車位1,六層,14,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,0960824,152.59,3,2,2,有,有,有,25000,164,坡道機械,8.28,0,含管理費、稅金或水電等費用。；,RPVNMLOKLHGGFAD77CC
北區,房地(土地+建物)+車位,臺南市北區公園南路365號6樓之9,3.26,住,,,1100304,土地1建物1車位1,六層,14,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,0960824,34.4,1,0,1,有,有,有,11500,334,坡道機械,8.28,0,含管理費、稅金或水電等費用。；,RPWNMLOKLHGGFAD87CC
北區,房地(土地+建物),臺南市北區文成三路13號,67.05,商,,,1100309,土地1建物1車位0,見其他登記事項,4,店面(店鋪),住商用,鋼筋混凝土造,0740520,53.42,0,1,1,有,無,無,15000,281,,0.0,0,,RPSOMLPKLHGGFAD67CC
東區,房地(土地+建物),臺南市東區崇賢三路36號,44.43,住,,,1100310,土地1建物1車位0,見其他登記事項,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061031,186.02,0,2,2,有,無,有,36000,194,,0.0,0,,RPTNMLPKLHGGFCD87CC
東區,房地(土地+建物),臺南市東區東興路141號四樓之3,10.68,住,,,1100310,土地3建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0740320,67.71000000000001,2,1,1,有,無,無,15000,222,,0.0,0,,RPUNMLPKLHGGFCD97CC
善化區,建物,臺南市善化區民權路35號,31.86,,,,1100315,土地0建物1車位0,一層,4,店面(店鋪),見其他登記事項,鋼筋混凝土造,1000112,31.86,0,1,1,有,無,有,22000,691,,0.0,0,,RPRNMLPKLHGGFHD18CC
安南區,房地(土地+建物),臺南市安南區安中路四段154巷57弄35號,82.04,住,,,1100313,土地1建物1車位0,全,2,透天厝,住商用,加強磚造,0691217,89.25,3,1,2,有,無,無,12500,140,,0.0,0,,RPTNMLPKLHGGFBD77CC
安南區,土地,新淵段272-1地號,176.93,住,,,1100315,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,16000,90,,0.0,0,,RPROMLPKLHGGFBD67CC
歸仁區,土地,八甲段4017地號,660.0,,特定農業區,農牧用地,1100315,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,50000,76,,0.0,0,租賃部份面積，含地上物佔地約200坪,RPSOMLPKLHGGFID48CC
安平區,建物,臺南市安平區健康路三段309號2樓之6,0.0,商,,,1100310,土地0建物1車位0,二層,27,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1051109,85.30000000000001,2,2,1,有,無,有,19000,223,,0.0,0,參加臺南市社會住宅包租代管第2期計畫，租金為市價9折,RPVOMLQKLHGGFAD18DC
安南區,建物,臺南市安南區塭南里安昌街174巷39弄12號,0.0,,,,1100315,土地0建物1車位0,全,4,透天厝,見其他登記事項,鋼筋混凝土造,0960124,224.03,5,2,5,有,無,有,18000,80,,0.0,0,,RPSNMLQKLHGGFBD87DC
新化區,建物,臺南市新化區唪口59之6號,0.0,,鄉村區,乙種建築用地,1100301,土地0建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,0810123,172.05,4,2,3,有,無,有,13500,78,,0.0,0,參加臺南市社會住宅包租代管第2期計畫，租金為市價9折,RPSOMLQKLHGGFHD48CC
永康區,建物,臺南市永康區大橋一街57之5號13樓之17,0.0,住,,,1100308,土地0建物1車位0,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880824,31.13,1,0,1,有,有,有,6500,209,,0.0,0,,RPRQNLQKLHGGFKD98CC
永康區,建物,臺南市永康區復華三街90巷16號十二樓之3,0.0,商,,,1100310,土地0建物1車位0,十二層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831108,111.26,3,2,2,有,無,有,14900,134,,0.0,0,參加臺南市社會住宅包租代管第2期計畫，租金為市價9折,RPWQNLQKLHGGFKD86CC
永康區,建物,臺南市永康區勝利街116巷12弄22號,0.0,住,,,1100310,土地0建物1車位0,全,2,透天厝,住家用,加強磚造,0650609,90.72,4,2,2,有,無,有,15000,165,,0.0,0,參加臺南市社會住宅包租代管第2期計畫，租金為市價9折,RPXQNLQKLHGGFKD96CC
東區,建物,臺南市東區東榮街５９號三樓,0.0,住,,,1100223,土地0建物1車位0,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830901,80.51,2,2,1,有,有,有,12000,149,,0.0,0,租金含管理費。,RPQNMLQKLHGGFCD67CC
東區,建物,臺南市東區大同路一段275巷52號4樓,0.0,住,,,1100301,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0691103,80.69,3,2,1,有,無,有,12600,156,,0.0,0,參加臺南市社會住宅包租代管第2期計畫，租金為市價9折,RPTOMLQKLHGGFCD08CC
安平區,土地,妙壽段223-1地號,608.63,住,,,1100312,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,有,無,45000,74,,0.0,0,,RPSNMLQKLHGGFAD67CC
北區,建物,臺南市北區南園街96巷31號,0.0,住,,,1100301,土地0建物1車位0,全,2,透天厝,住商用,加強磚造,0631212,72.54,2,1,1,有,無,有,5600,77,,0.0,0,參加臺南市社會住宅包租代管第2期計畫，租金為市價9折,RPSOMLQKLHGGFAD77CC
北區,建物,臺南市北區開元路485巷29號12樓之2,0.0,商,,,1100310,土地0建物1車位0,十二層,14,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0880401,81.25,2,2,2,有,無,有,11500,142,,0.0,0,參加臺南市社會住宅包租代管第2期計畫，租金為市價9折,RPUOMLQKLHGGFAD97CC
北區,建物,臺南市北區海安路三段810號20樓之2,0.0,住,,,1100303,土地0建物1車位0,二十層,24,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1090131,129.35000000000002,2,2,2,有,有,有,25000,193,坡道平面,33.38,0,,RPPOMLRKLHGGFAD57CC
北區,建物,臺南市北區公園南路233巷8號二樓之2,0.0,商,,,1100310,土地0建物1車位0,二層,9,華廈(10層含以下有電梯),見其他登記事項,見其他登記事項,1040126,82.93,1,1,1,有,無,有,19900,240,,0.0,0,,RPQOMLRKLHGGFAD67CC
北區,房地(土地+建物),臺南市北區立賢路一段587號,157.9,住,,,1100305,土地1建物1車位0,全,5,透天厝,見其他登記事項,見其他登記事項,0940815,336.51,6,2,8,有,無,有,65000,193,,0.0,0,,RPSOMLRKLHGGFAD87CC
東區,建物,臺南市東區東成街28巷6號3樓之1,0.0,住,,,1100227,土地0建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0770423,90.46,2,2,2,有,無,有,12000,133,,0.0,0,,RPUNMLRKLHGGFCD18CC
東區,建物,臺南市東區中華東路二段193號7樓之6,0.0,住,,,1100227,土地0建物1車位0,七層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841106,34.35,1,0,1,有,有,有,7500,218,,0.0,0,,RPROMLRKLHGGFCD97CC
東區,建物,臺南市東區裕農路668巷47之5號,0.0,住,,,1100301,土地0建物1車位0,全,2,透天厝,住商用,加強磚造,0680109,88.38,4,2,2,有,無,無,16000,181,,0.0,0,,RPTOMLRKLHGGFCD18CC
東區,建物,臺南市東區長榮路一段227號十二樓之6,0.0,住,,,1100315,土地0建物1車位0,十二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880805,36.91,1,0,1,有,無,有,8000,217,,0.0,0,,RPPPMLRKLHGGFCD87CC
永康區,建物,臺南市永康區立興街132號,0.0,住,,,1100303,土地0建物1車位0,見其他登記事項,1,店面(店鋪),見其他登記事項,見其他登記事項,1051129,136.42,0,0,0,有,無,無,34000,249,,0.0,0,,RPOOMLRKLHGGFKD48CC
新市區,房地(土地+建物),臺南市新市區成功街34號,134.55,其他,,,1100316,土地1建物1車位0,全,2,透天厝,住商用,加強磚造,0700401,100.0,4,2,2,有,無,有,18000,180,,0.0,0,,RPPNMLRKLHGGFHD18CC
新市區,建物,臺南市新市區大洲26之2號,0.0,,鄉村區,乙種建築用地,1100310,土地0建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,0970305,204.59,5,1,3,有,無,有,31000,152,,0.0,0,,RPOOMLRKLHGGFHD18CC
新營區,建物,臺南市新營區富源街22號五樓之九,0.0,商,,,1100310,土地0建物1車位0,五層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0801022,51.04,2,1,1,有,無,無,6000,118,,0.0,0,,RPUNMLRKLHGGFDD28CC
