鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區光明路一段60巷31號十樓,16.98,住,,,1100312,土地1建物1車位1,十層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030312,91.89,2,2,1,有,有,有,24000,261,坡道平面,45.6,0,,RPTNMLRKLHGGFEH78DC
桃園區,房地(土地+建物),桃園市桃園區孝一街91巷66弄9號,62.0,住,,,1100308,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,0840726,88.66,4,2,3,有,無,無,20000,226,,0.0,0,,RPOOMLRKLHGGFAH97DC
觀音區,房地(土地+建物)+車位,桃園市觀音區新華路一段855巷20號5樓,33.65,,特定農業區,甲種建築用地,1100302,土地1建物1車位1,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0850614,115.86000000000001,3,1,2,有,有,有,9700,84,坡道平面,0.0,0,管理費由承租人負擔300元整,RPWOMLRKLHGGFBH78CC
中壢區,房地(土地+建物)+車位,桃園市中壢區松勤路27號11樓之2,11.17,商,,,1100305,土地1建物1車位1,十一層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090817,127.5,2,2,1,有,有,有,14500,124,坡道平面,30.49,2500,管理費由承租人負擔2000元整,RPPPMLRKLHGGFBH18CC
中壢區,建物,桃園市中壢區環中東路二段312巷10號十樓之6,0.0,住,,,1100227,土地0建物1車位0,十層,14,套房(1房1廳1衛),住家用,鋼筋混凝土造,0880528,36.16,1,1,1,有,有,有,6500,180,,0.0,0,,RPSPMLRKLHGGFBH48CC
中壢區,建物,桃園市中壢區興平路147號,0.0,住,,,1100227,土地0建物1車位0,全,2,透天厝,住家用,加強磚造,0651014,122.85,4,2,2,有,無,有,22000,179,,0.0,0,,RPTPMLRKLHGGFBH58CC
中壢區,建物,桃園市中壢區新明路121號4樓,0.0,住,,,1100301,土地0建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850917,80.42,2,1,1,有,有,有,13000,162,,0.0,0,,RPUPMLRKLHGGFBH68CC
中壢區,房地(土地+建物)+車位,桃園市中壢區環西路二段300巷6之3號8樓,7.03,住,,,1100227,土地1建物1車位1,八層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1000628,99.09,2,1,1,有,有,有,16400,172,坡道平面,15.52,2000,管理費由承租人負擔1100元整,RPVPMLRKLHGGFBH78CC
中壢區,建物,桃園市中壢區普義路21號4樓,0.0,住,,,1100227,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0800722,116.66000000000001,3,2,2,有,有,有,9000,77,,0.0,0,,RPXPMLRKLHGGFBH98CC
中壢區,建物,桃園市中壢區松信路26號12樓之3,0.0,商,,,1100305,土地0建物1車位0,十二層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090817,92.78999999999999,2,1,1,有,有,有,13000,140,,0.0,0,,RPXQMLRKLHGGFBH09CC
中壢區,建物,桃園市中壢區忠孝路246巷29弄6之15號,0.0,住,,,1100305,土地0建物1車位0,全,2,透天厝,住家用,鋼筋混凝土造,0771212,153.92,3,2,2,有,無,有,20200,131,,0.0,0,,RPSSMLRKLHGGFBH78CC
中壢區,建物,桃園市中壢區龍仁路52號8樓,0.0,住,,,1100303,土地0建物1車位0,八層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050824,95.61,2,2,1,有,有,無,11000,115,,0.0,0,管理費由承租人負擔每月1997元整,RPTSMLRKLHGGFBH88CC
觀音區,建物,桃園市觀音區福壽街30號3樓,0.0,,工業區,丁種建築用地,1100226,土地0建物1車位0,三層,9,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1060525,80.57,2,1,1,有,有,有,8500,105,,0.0,0,管理費由承租人負擔每月500元整,RPUSMLRKLHGGFBH98CC
