鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
北屯區,房地(土地+建物),臺中市北屯區崇德路二段468號4樓,14.43,住,,,1100310,土地1建物1車位0,四層,20,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0931110,136.09,3,2,2,有,有,有,28000,206,,0.0,0,起租日:110/03/11租金總額含稅含管理費。,RPQUMLLKLHGGFBB57CC
北區,建物,臺中市北區成功路４８８號七樓之５,0.0,商,,,1100221,土地0建物1車位1,七層,12,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090104,120.80000000000001,2,2,2,有,有,有,20000,166,坡道平面,38.4,0,含機車車位。,RPTVMLLKLHGGFBB97CC
南屯區,房地(土地+建物),臺中市南屯區懷德街65巷18號,78.0,住,,,1100221,土地1建物1車位0,全,2,透天厝,住家用,加強磚造,0640806,90.84,4,2,2,有,無,有,12000,132,,0.0,0,,RPVPMLLKLHGGFCB67CC
南屯區,房地(土地+建物)+車位,臺中市南屯區忠勇路52之213號十三樓,11.38,住,,,1100224,土地1建物1車位1,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021017,113.88999999999999,2,2,1,有,有,有,22000,193,坡道機械,0.0,0,租金含管理費,RPWPMLLKLHGGFCB77CC
南屯區,房地(土地+建物),臺中市南屯區大墩東街15巷6號,92.0,住,,,1100310,土地1建物1車位0,全,2,透天厝,住商用,加強磚造,0700812,117.4,5,2,2,有,無,有,23000,196,,0.0,0,,RPTQMLLKLHGGFCB57CC
西屯區,房地(土地+建物),臺中市西屯區工業區十三路2號,2766.6,工,,,1100311,土地1建物1車位0,一層,1,廠辦,工業用,鋼筋混凝土造,0800517,290.91,0,0,0,無,無,無,75000,258,,0.0,0,承租1樓部份，約88坪,RPXQMLLKLHGGFCB97CC
豐原區,房地(土地+建物),臺中市豐原區中正路295號,95.0,商,,,1100219,土地1建物1車位0,全,4,透天厝,見其他登記事項,鋼筋混凝土造,0670616,143.51,0,0,0,無,無,無,60000,418,,0.0,0,,RPVNMLLKLHGGFDB57CC
大雅區,土地,六雅段1340地號,127.31,住,,,1100301,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,26000,204,,0.0,0,含未登記建物3層樓透天,RPQNMLLKLHGGFHB47CC
潭子區,房地(土地+建物),臺中市潭子區頭張路一段13巷23號,77.34,住,,,1100223,土地1建物1車位0,全,4,透天厝,住商用,鋼筋混凝土造,0840109,235.69,6,2,4,有,無,有,26250,111,,0.0,0,租金26250元含5%稅,RPSNMLLKLHGGFHB67CC
