鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
北屯區,房地(土地+建物)+車位,臺中市北屯區南興段121、122地號,43.39,住,,,1090524,土地2建物1車位1,十二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,181.12,4,2,2,有,無,15680000,92920,坡道平面,27.44,1400000,,RPPNMLLKLHGGFBB76DB
北屯區,房地(土地+建物)+車位,臺中市北屯區南興段121、122地號,45.14,住,,,1090524,土地2建物1車位1,六層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,187.34,4,2,2,有,無,15950000,90994,坡道平面,27.44,1400000,,RPQNMLLKLHGGFBB86DB
北屯區,房地(土地+建物)+車位,臺中市北屯區南興段121、122地號,58.81,住,,,1090923,土地2建物1車位3,五層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,290.56,4,2,3,有,無,22770000,87735,坡道平面,82.32,4500000,親友、員工或其他特殊關係間之交易。；,RPSNMLLKLHGGFBB07DB
北屯區,房地(土地+建物)+車位,臺中市北屯區南興段121、122地號,36.09,住,,,1090524,土地2建物1車位2,八層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,182.62,3,2,2,有,無,14720000,91749,坡道平面,54.88,3000000,,RPTNMLLKLHGGFBB17DB
北屯區,房地(土地+建物)+車位,臺中市北屯區南興段121、122地號,58.81,住,,,1090804,土地2建物1車位2,七層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,263.12,4,2,3,有,無,21190000,88312,坡道平面,54.88,2800000,親友、員工或其他特殊關係間之交易。；,RPUNMLLKLHGGFBB27DB
北屯區,房地(土地+建物)+車位,臺中市北屯區南興段121、122地號,43.39,住,,,1090524,土地2建物1車位2,五層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,208.56,4,2,2,有,無,16700000,90448,坡道平面,54.88,2800000,,RPVNMLLKLHGGFBB37DB
北屯區,房地(土地+建物)+車位,臺中市北屯區南興段121、122地號,58.81,住,,,1090804,土地2建物1車位2,九層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,263.12,4,2,3,有,無,21320000,88936,坡道平面,54.88,2800000,親友、員工或其他特殊關係間之交易。；,RPWNMLLKLHGGFBB47DB
北屯區,房地(土地+建物),臺中市北屯區南興段121、122地號,45.14,住,,,1090812,土地2建物1車位0,二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.9,4,2,2,有,無,14480000,90557,,0.0,0,親友、員工或其他特殊關係間之交易。；,RPXNMLLKLHGGFBB57DB
北屯區,房地(土地+建物)+車位,臺中市北屯區南興段121、122地號,42.71,住,,,1090524,土地2建物1車位1,九層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,178.67,3,2,2,有,無,15030000,90128,坡道平面,27.44,1400000,,RPOOMLLKLHGGFBB76DB
北屯區,房地(土地+建物)+車位,臺中市北屯區南興段121、122地號,45.14,住,,,1090923,土地2建物1車位1,四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,187.34,4,2,2,有,無,15370000,87367,坡道平面,27.44,1400000,親友、員工或其他特殊關係間之交易。；,RPPOMLLKLHGGFBB86DB
北屯區,房地(土地+建物)+車位,臺中市北屯區南興段121、122地號,45.14,住,,,1090804,土地2建物1車位1,七層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,187.34,4,2,2,有,無,15560000,88555,坡道平面,27.44,1400000,親友、員工或其他特殊關係間之交易。；,RPQOMLLKLHGGFBB96DB
