編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPXNMLTJNHHGFHN67DA,28,140.76,住商用,鋼筋混凝土造,83年4月26日,三層,一層 二層 三層
RPSOMLQKNHHGFAN98DA,29,74.91,住家用,鋼筋混凝土造,82年9月23日,七層,二層 陽台
RPSOMLQKNHHGFAN98DA,29,21.36,停車空間、避難室、通道、梯間,鋼筋混凝土造,82年9月23日,七層,
RPSNMLLKNHHGFFN88DA,20,164.82,住家用,鋼筋混凝土造,90年11月7日,三層,一層 二層 三層 屋頂突出物
RPPOMLTKNHHGFAN98DA,15,497.86,廠房,鋼骨造,95年12月8日,二層,一層 二層 屋頂突出物
RPWNMLRKNHHGFCN96DA,29,217.00,住商用,鋼筋混凝土造,82年7月13日,四層,一層 二層 三層 四層 陽台 平台
RPPNMLSJNHHGFEN09DA,27,143.91,住家用,鋼筋混凝土造,84年9月8日,三層,一層 二層 三層 陽台 電梯樓梯間 花台 夾層
RPSOMLTKNHHGFAN66DA,44,82.40,住家用,鋼筋混凝土加強磚造,67年7月19日,二層,一層 二層
RPPOMLSKNHHGFAN88DA,31,138.17,住家用,鋼筋混凝土造,79年12月24日,三層,一層 二層 三層 屋頂突出物 騎樓
RPWNMLMJNHHGFAN78DA,26,109.92,住家用,鋼筋混凝土造,85年10月12日,五層,五層 陽台
RPWNMLMJNHHGFAN78DA,26,26.25,避難室、停車空間,鋼筋混凝土造,85年10月12日,五層,
RPWNMLMJNHHGFAN78DA,26,16.91,梯間、機械室,鋼筋混凝土造,85年10月12日,五層,
RPSNMLTKNHHGFEN96DA,2,205.76,住宅、停車空間,鋼筋混凝土造,109年2月25日,四層,一層 二層 三層 四層 陽台
RPXNMLTKNHHGFAN07DA,74,54.99,店舖、住宅,磚石造、加強磚造,37年1月15日,一層,一層
RPROMLKLNHHGFAN38DA,47,113.72,住商用,鋼筋混凝土加強磚造,64年10月23日,二層,一層 二層 騎樓
RPPNMLQLNHHGFEN56EA,1,157.59,住宅.停車空間,鋼筋混凝土造,110年1月26日,三層,一層 二層 三層 陽台 見其他登記事項
RPSNMLKLNHHGFFN88DA,42,119.68,住商用,加強磚造,68年12月8日,二層,一層 二層
RPPNMLOLNHHGFGN09DA,32,24.85,住家用,加強磚造,79年10月12日,二層,一層 二層 騎樓
RPOOMLMKNHHGFBN38EA,,187.76,停車空間、住宅,鋼筋混凝土造,111年2月18日,四層,一層 二層 三層 四層 陽台
RPRNMLPLNHHGFFN66DA,42,89.50,住商用,加強磚造,69年6月30日,二層,一層 二層
RPXNMLOLNHHGFDN96DA,1,120.03,住宅,鋼筋混凝土造,110年7月5日,三層,一層 二層 三層 屋頂突出物
RPRNMLKLNHHGFCN48DA,23,96.71,農舍,有牆鋼骨造,87年12月8日,一層,一層
RPRNMLQKNHHGFDN09DA,18,459.84,住家用,鋼筋混凝土造,93年9月30日,五層,一層 二層 三層 四層 五層 陽台
RPRNMLQKNHHGFDN09DA,18,7.25,住家用,鋼筋混凝土造,93年9月30日,二層,一層 二層
RPUNMLOLNHHGFCN56DA,41,121.06,住商用,鋼筋混凝土加強磚造,70年5月13日,二層,一層 二層 騎樓
RPWNMLOLNHHGFCN76DA,1,265.54,住家用、停車空間、樓梯間,鋼筋混凝土造,110年4月16日,四層,一層 二層 三層 四層 陽台 見其他登記事項
RPWNMLOLNHHGFCN76DA,1,.31,電信室,鋼筋混凝土造,110年4月16日,一層,
RPWOMLKLNHHGFAN88DA,44,80.98,住家用,加強磚造,67年7月10日,二層,一層 二層
RPPNMLTKNHHGFCN09DA,29,86.91,住家用,鋼筋混凝土造,82年4月22日,七層,三層 陽台
RPPNMLTKNHHGFCN09DA,29,18.30,共有部份,鋼筋混凝土造,82年4月22日,七層,
RPPNMLPLNHHGFGN56DA,42,121.60,住家用,鐵筋加強磚造,69年6月15日,二層,一層 二層
RPTNMLMKNHHGFCN78DA,41,131.76,住商用,鋼筋混凝土加強磚造,70年1月26日,二層,一層 二層 騎樓
RPSNMLQLNHHGFCN56DA,27,255.86,住家用,鋼筋混凝土造,84年1月24日,四層,一層 二層 三層 四層 騎樓 電梯樓梯間
RPUNMLPLNHHGFFN96DA,27,70.86,住家用,加強磚造,84年4月12日,一層,一層 屋頂突出物
RPPNMLOKNHHGFGN98DA,25,152.20,住家用,鋼筋混凝土造,85年12月20日,三層,一層 二層 三層 電梯樓梯間
RPQNMLOLNHHGFFN09DA,28,144.77,住家用,鋼筋混凝土造,83年5月30日,三層,一層 二層 三層
RPROMLOLNHHGFDN09DA,30,82.19,住家用,鋼筋混凝土造,81年1月6日,六層,二層 陽台
RPROMLOLNHHGFDN09DA,30,9.94,住家用,鋼筋混凝土造,81年1月6日,六層,
RPROMLOLNHHGFDN09DA,30,3.52,交誼廳、門廳、水塔,鋼筋混凝土造,81年1月6日,六層,
RPROMLOLNHHGFDN09DA,30,25.07,避難室、停車空間、車道,鋼筋混凝土造,81年1月6日,六層,
RPPOMLOJNHHGFDN68DA,36,82.57,住家用,鋼筋混凝土造,75年1月11日,五層,四層
RPVOMLTKNHHGFAN96DA,,155.75,住宅，梯間,鋼筋混凝土造,111年1月19日,三層,一層 二層 三層 屋頂突出物
RPPNMLQLNHHGFBN78DA,41,114.48,住商用,加強磚造,70年7月9日,二層,一層 二層 騎樓
RPWNMLPLNHHGFAN66DA,40,38.31,辦公及住家,鋼筋混凝土造,70年12月31日,十一層,九層
RPPNMLRJNHHGFAN58DA,33,133.91,住家用,鋼筋混凝土造,78年3月2日,五層,五層 陽台
RPSNMLKMNHHGFAN48DA,47,99.96,住家用,加強磚造,63年12月6日,二層,一層 二層
RPXOMLOLNHHGFAN76DA,33,1025.97,住宅、避難室,鋼筋混凝土造,78年2月3日,五層,一層 二層 三層 四層 五層 騎樓 地下層
RPQNMLQLNHHGFAN78DA,22,95.15,住家用,鋼筋混凝土造,89年10月20日,十四層,十三層 陽台 雨遮
RPQNMLQLNHHGFAN78DA,22,56.52,停車空間、梯間、防空避難室兼停車場、開放空間、游泳池、梯間機械室、水箱,鋼筋混凝土造,89年10月20日,十四層,
RPQNMLQLNHHGFBN88DA,44,94.80,住家用,鋼筋混凝土加強磚造,67年4月1日,二層,一層 二層 騎樓
RPRNMLRLNHHGFEN76DA,28,154.44,住家用,鋼筋混凝土造,82年11月24日,三層,一層 二層 三層
RPPNMLPLNHHGFCN78DA,,195.97,騎樓、住宅、樓梯間,鋼筋混凝土造,111年3月18日,三層,一層 二層 三層 陽台 騎樓 見其他登記事項
RPSNMLQLNHHGFGN96DA,41,167.13,農舍,加強磚造,70年3月31日,一層,一層
RPQOMLQLNHHGFGN86DA,27,5.59,集合住宅,鋼筋混凝土造,84年5月17日,六層,
RPQOMLQLNHHGFGN86DA,27,21.45,集合住宅,鋼筋混凝土造,84年5月17日,六層,六層 陽台
RPPOMLKKNHHGFHN78DA,34,118.80,住家用,加強磚造,76年12月8日,二層,一層 二層 騎樓
RPPNMLKMNHHGFFN68DA,42,117.16,住家用,加強磚造,69年1月5日,三層,一層 二層 三層 騎樓
RPUNMLQLNHHGFDN86DA,44,199.41,住家用,鋼筋混凝土加強磚造,66年12月30日,三層,一層 二層 三層 陽台 騎樓
RPPOMLQKNHHGFAN68DA,48,82.34,住家用,鋼筋混凝土加強磚造,63年8月21日,二層,一層 二層
RPXNMLQLNHHGFAN86DA,45,94.91,住家用,鋼筋混凝土加強磚造,66年1月28日,二層,一層 二層
RPPNMLKMNHHGFAN18DA,35,114.35,住家用,鋼筋混凝土造,76年10月27日,二層,一層 二層 屋頂突出物 騎樓
RPPNMLPKNHHGFHN56DA,42,113.20,住商用,加強磚造,69年3月28日,二層,一層 二層 騎樓
RPUNMLQLNHHGFAN56DA,4,72.48,集合住宅,鋼筋混凝土造,107年8月21日,十二層,三層 陽台
RPUNMLQLNHHGFAN56DA,4,46.27,防空避難室兼停車空間、台電配電室、發電機房、安全梯、消防機械室、電信機房、水箱、電梯間、梯廳、管委會使用空間（門廳）、公共服務空間、排煙室、垃圾集中處、戶外安全梯、水錶室、梯間、水錶間、機房、電梯機房,鋼筋混凝土造,107年8月21日,十二層,
RPSNMLLJOHHGFAN38DA,39,113.98,辦公室,鋼筋混凝土造,72年7月14日,八層,一層 二層 騎樓
RPSNMLLJOHHGFAN38DA,39,13.87,走道、樓梯間,鋼筋混凝土造,72年7月14日,八層,
RPWNMLKMNHHGFDN56DA,38,7.77,樓梯間,鋼筋混凝土造,73年6月5日,五層,
RPWNMLKMNHHGFDN56DA,38,108.91,住家用,鋼筋混凝土造,73年6月5日,五層,二層 陽台
RPUNMLLMNHHGFFN66DA,2,210.10,住宅,鋼筋混凝土造,109年10月27日,四層,一層 二層 三層 四層 陽台
RPTNMLRLNHHGFGN17DA,41,562.60,工業用,鋼筋混凝土造,70年5月12日,一層,一層
RPSNMLLMNHHGFDN88DA,27,126.75,住家用,鋼筋混凝土造,84年8月21日,十六層,十四層 陽台 花台
RPSNMLLMNHHGFDN88DA,27,10.82,走廊、配電室、電梯間、樓梯間、警衛室、上車道、受電室、消防泵浦,鋼筋混凝土造,84年8月21日,十六層,
RPSNMLLMNHHGFDN88DA,27,21.21,電梯間、走廊、電梯間,鋼筋混凝土造,84年8月21日,十六層,
RPSNMLLMNHHGFDN88DA,27,16.75,防空避難室兼停車場,鋼筋混凝土造,84年8月21日,十五層,
RPXNMLLKNHHGFHN96DA,42,116.40,住商用,鋼筋混凝土造,69年5月31日,三層,一層 二層 三層
RPSNMLLMNHHGFHN66DA,41,97.66,住家用,鐵筋加強磚造,70年9月2日,二層,一層 二層 騎樓
RPWNMLLMNHHGFHN07DA,6,191.76,住家用,鋼筋混凝土造,105年7月1日,四層,一層 二層 三層 四層 陽台
RPQNMLQJOHHGFCN98EA,42,112.40,住家用,加強磚造,69年5月8日,二層,一層 二層 騎樓
RPQNMLLJOHHGFGN78DA,,156.72,住家用,鋼筋混凝土造,111年2月15日,三層,一層 二層 三層 陽台 屋頂突出物 騎樓
RPRNMLLMNHHGFGN09DA,41,89.88,住商用,加強磚造,69年12月20日,二層,一層 二層 騎樓
RPPNMLMJOHHGFFN68DA,42,84.05,住宅,加強磚造,69年1月10日,三層,一層 二層 三層
RPOOMLNKNHHGFBN38DA,45,112.14,住家用,加強磚造,66年6月8日,二層,一層 二層 騎樓
RPUNMLRLNHHGFDN96DA,28,24.94,電樓梯、避難室,鋼筋混凝土造,83年4月15日,十二層,
RPUNMLRLNHHGFDN96DA,28,73.26,住家用,鋼筋混凝土造,83年4月15日,十二層,十二層 陽台 花台
RPPOMLNKNHHGFBN48DA,42,117.60,住家用,加強磚造,69年5月30日,二層,一層 二層 騎樓
RPTNMLMJOHHGFAN58DA,29,88.16,住家用,鋼筋混凝土造,82年4月23日,十一層,五層 陽台 露台
RPTNMLMJOHHGFAN58DA,29,7.22,住家用,鋼筋混凝土造,82年4月23日,十一層,地下層
RPTNMLMJOHHGFAN58DA,29,19.40,開放空間、車道、防空避難室、停車空間、梯間,鋼筋混凝土造,82年4月23日,十一層,
RPTNMLMJOHHGFAN58DA,29,5.73,開放空間、車道、防空避難室、停車空間、梯間,鋼筋混凝土造,82年4月23日,十一層,
RPPOMLMJOHHGFAN28DA,29,28.49,防空避難室、停車場、辦公室,鋼筋混凝土造,82年1月8日,十一層,地下層
RPPOMLMJOHHGFAN28DA,29,89.13,住家用,鋼筋混凝土造,82年1月8日,十一層,四層 陽台 花台
RPPOMLMJOHHGFAN28DA,29,12.71,,鋼筋混凝土造,82年1月8日,十一層,
RPQOMLMJOHHGFAN38DA,28,53.81,住家用,鋼筋混凝土造,83年5月9日,十層,九層 陽台
RPQOMLMJOHHGFAN38DA,28,15.75,車道、梯間,鋼筋混凝土造,83年5月9日,十層,
RPQOMLMJOHHGFAN38DA,28,12.66,停車空間、避難室,鋼筋混凝土造,83年5月9日,十層,
RPPNMLMJOHHGFDN48DA,1,171.92,住宅,鋼筋混凝土造,110年6月4日,三層,一層 二層 三層 陽台 屋頂突出物
RPTNMLLMNHHGFDN98DA,1,174.41,住宅,鋼筋混凝土造,110年6月4日,三層,一層 二層 三層 陽台 屋頂突出物
RPQNMLLJOHHGFCN38DA,28,217.72,住商用,鋼筋混凝土造,83年2月24日,四層,一層 二層 三層 四層 騎樓 夾層
RPRNMLLJOHHGFFN78DA,2,210.10,住宅,鋼筋混凝土造,109年10月27日,四層,一層 二層 三層 四層 陽台
RPUNMLLMNHHGFDN09DA,14,73.47,住家用,鋼筋混凝土造,97年4月3日,七層,五層 陽台 機械房 雨遮
RPUNMLLMNHHGFDN09DA,14,23.45,防空避難室兼停車空間，台電受電室，電信室，消防機房,鋼筋混凝土造,97年4月3日,七層,
RPUNMLLMNHHGFDN09DA,14,15.46,樓梯間,鋼筋混凝土造,97年4月3日,七層,
RPTNMLKMNHHGFFN09DA,,233.40,住宅,鋼筋混凝土造,110年12月29日,四層,一層 二層 三層 四層 陽台
RPQNMLMJOHHGFEN68DA,,184.47,住宅、水塔間、樓梯間,鋼筋混凝土造,111年1月7日,三層,一層 二層 三層 陽台 見其他登記事項
RPRNMLPJOHHGFEN09DA,50,47.81,商業用,鋼筋混凝土加強磚造,61年5月25日,一層,一層
RPQNMLQJOHHGFGN66DA,36,133.86,住商用,加強磚造,75年1月27日,二層,一層 二層 騎樓 電梯樓梯間
RPPNMLMJOHHGFHN88DA,43,144.00,住家用,加強磚造,68年6月29日,三層,一層 二層 三層 騎樓
RPQOMLQJOHHGFAN88EA,41,105.26,住商用,加強磚造,69年12月25日,二層,一層 二層 騎樓
RPWNMLLJOHHGFHN86DA,1,221.37,人行道、停車空間、住宅,鋼筋混凝土造,110年2月8日,四層,一層 二層 三層 四層 陽台 騎樓
RPTNMLLJOHHGFHN56DA,,184.39,住家用,鋼筋混凝土造,110年11月25日,三層,一層 二層 三層 屋頂突出物
RPTNMLRKNHHGFHN17DA,1,280.34,停車空間、住宅,鋼筋混凝土造,110年2月8日,四層,一層 二層 三層 四層 陽台
RPVNMLLJOHHGFHN76DA,1,221.62,人行道、停車空間、住宅,鋼筋混凝土造,110年2月8日,四層,一層 二層 三層 四層 陽台 騎樓
RPOOMLRJOHHGFAN78EA,39,393.39,農舍,加強磚造、鋼筋混凝土造,71年12月20日,三層,一層 二層 三層
RPSNMLLJOHHGFHN09DA,1,228.00,人行道、停車空間、住宅,鋼筋混凝土造,110年2月8日,四層,一層 二層 三層 四層 陽台 騎樓
RPQNMLSJOHHGFEN66DA,1,188.20,住家用,鋼筋混凝土造,110年9月13日,四層,一層 二層 三層 四層 陽台
RPWNMLQJOHHGFGN27DA,15,178.63,店舖、住宅,鋼筋混凝土造,96年7月5日,三層,一層 二層 三層 陽台 屋頂突出物 騎樓
RPRNMLQJOHHGFDN09DA,43,36.90,農舍,鋼筋混凝土加強磚造,68年2月24日,一層,一層
RPVNMLMJOHHGFDN09DA,4,191.78,住宅,鋼筋混凝土造,107年1月25日,三層,一層 二層 三層 陽台 屋頂突出物
RPTNMLRLNHHGFDN86DA,30,172.27,住家用,鋼筋混凝土造,81年5月29日,三層,一層 二層 三層 電梯樓梯間 倉庫
RPXNMLLJOHHGFDN56DA,28,73.10,住家用,鋼筋混凝土造,83年4月15日,十二層,十一層 陽台 花台
RPXNMLLJOHHGFDN56DA,28,24.37,電樓梯、避難室,鋼筋混凝土造,83年4月15日,十二層,
RPRNMLQJOHHGFCN98DA,29,238.73,辦公室、廠房、員工單身宿舍,鋼筋混凝土造,82年7月15日,四層,一層 二層 三層 四層
RPRNMLSJOHHGFCN56DA,38,210.57,住家用,加強磚造,73年8月23日,三層,一層 二層 三層 騎樓
RPQNMLSJOHHGFCN09DA,38,211.26,住家用,加強磚造,73年8月23日,三層,一層 二層 三層 騎樓
RPPNMLQJOHHGFCN78DA,25,87.81,住家用,鋼筋混凝土造,86年3月21日,七層,五層 陽台
RPPNMLQJOHHGFCN78DA,25,39.40,走道、梯間、機械室、水塔、停車場、防空避難室等公共設施,鋼筋混凝土造,86年3月21日,七層,
RPXNMLOLNHHGFCN86DA,29,296.20,農舍,有牆鋼架造,81年11月25日,一層,一層
RPTOMLNLNHHGFAN88DA,30,36.92,辦公室,鋼筋混凝土造,81年7月11日,十六層,十層 陽台
RPTOMLNLNHHGFAN88DA,30,4.59,防空避難室兼停車空間,鋼筋混凝土造,81年7月11日,十六層,
RPTOMLNLNHHGFAN88DA,30,6.68,梯間,鋼筋混凝土造,81年7月11日,十六層,
RPSNMLQJOHHGFAN88DA,,155.75,住宅，梯間,鋼筋混凝土造,111年1月19日,三層,一層 二層 三層 屋頂突出物
RPXNMLMJOHHGFAN98DA,42,115.24,住家用,加強磚造,69年5月15日,二層,一層 二層 騎樓
RPTNMLMJOHHGFBN68DA,32,410.83,住工用,鋼筋混凝土造,79年11月10日,三層,一層 二層 三層 夾層 地下層
RPVNMLQJOHHGFBN66DA,1,189.50,停車空間、住宅,鋼筋混凝土造,110年5月24日,四層,一層 二層 三層 四層 陽台
RPPOMLQJOHHGFAN68DA,29,93.84,住工用,鋼筋混凝土造,82年6月14日,六層,六層 陽台
RPPOMLQJOHHGFAN68DA,29,16.23,梯間,鋼筋混凝土造,82年6月14日,六層,
RPPOMLQJOHHGFAN68DA,29,4.89,避難室,鋼筋混凝土造,82年6月14日,六層,
RPPOMLLMNHHGFAN38DA,,266.69,住宅、停車空間、樓梯間,鋼筋混凝土造,110年12月28日,四層,一層 二層 三層 四層 屋頂突出物
RPOOMLRJOHHGFDN98DA,49,58.57,住家用,鋼筋混凝土加強磚造,62年10月1日,一層,一層
RPSNMLRLNHHGFFN96DA,1,159.01,住宅,鋼筋混凝土造,110年5月28日,三層,一層 二層 三層 陽台 見其他登記事項
RPPNMLRJOHHGFDN98DA,29,123.91,住家用,鋼筋混凝土造,82年6月21日,七層,三層 陽台
RPPNMLRJOHHGFDN98DA,29,27.12,防空避難室、停車空間,鋼筋混凝土造,82年6月21日,七層,
RPPNMLRJOHHGFDN98DA,29,12.38,電樓梯,鋼筋混凝土造,82年6月21日,七層,
RPVNMLRJOHHGFEN07DA,41,162.10,住商用,鋼筋混凝土加強磚造,69年12月8日,一層,一層 騎樓
RPVNMLRJOHHGFEN07DA,41,178.44,住家用,鋼筋混凝土加強磚造,69年12月8日,二層,二層
RPVNMLRJOHHGFEN07DA,41,182.46,住家用,鋼筋混凝土加強磚造,69年12月8日,三層,三層
RPWNMLRJOHHGFEN17DA,41,182.46,住家用,鋼筋混凝土加強磚造,69年12月8日,四層,四層
RPXNMLRJOHHGFEN27DA,41,182.46,住家用,鋼筋混凝土加強磚造,69年12月8日,五層,五層
TPVNMLRJOHHGFEN27DA,41,162.10,住商用,鋼筋混凝土加強磚造,69年12月8日,一層,一層 騎樓
TPVNMLRJOHHGFEN27DA,41,178.44,住家用,鋼筋混凝土加強磚造,69年12月8日,二層,二層
TPVNMLRJOHHGFEN27DA,41,182.46,住家用,鋼筋混凝土加強磚造,69年12月8日,三層,三層
SPVNMLRJOHHGFEN17DA,41,162.10,住商用,鋼筋混凝土加強磚造,69年12月8日,一層,一層 騎樓
SPVNMLRJOHHGFEN17DA,41,178.44,住家用,鋼筋混凝土加強磚造,69年12月8日,二層,二層
SPVNMLRJOHHGFEN17DA,41,182.46,住家用,鋼筋混凝土加強磚造,69年12月8日,三層,三層
RPRNMLQJOHHGFAN88EA,1,288.48,停車空間、樓梯間、住宅、梯間,鋼筋混凝土造,110年3月9日,四層,一層 二層 三層 四層 陽台 屋頂突出物
RPRNMLMJOHHGFHN09DA,6,343.03,農舍,鋼骨造有牆,105年7月21日,三層,一層 二層 三層
RPVNMLPKMHHGFAN98DA,43,29.47,住家用,鋼筋混凝土加強磚造,68年1月12日,二層,一層 二層
RPWNMLPKMHHGFAN09DA,43,29.47,住家用,鋼筋混凝土加強磚造,68年1月12日,二層,一層 二層
RPTOMLOKMHHGFBN88DA,2,218.11,騎樓、店舖、住宅,鋼筋混凝土造,109年1月30日,四層,一層 二層 三層 四層 陽台 騎樓
RPVNMLLKMHHGFAN58DA,30,11.95,住家用,鋼筋混凝土造,81年1月17日,九層,地下層
RPVNMLLKMHHGFAN58DA,30,2.25,避難室、停車空間、梯間、頂蓋型、開放空間、通道,鋼筋混凝土造,81年1月17日,九層,
RPPOMLTKMHHGFAN88DA,26,1.49,門廳、停車空間,鋼筋混凝土造,85年6月29日,十四層,一層
RPPOMLTKMHHGFAN88DA,26,95.94,住家用,鋼筋混凝土造,85年6月29日,十四層,九層 陽台
RPPOMLTKMHHGFAN88DA,26,34.13,避難室、梯間、機房、水塔,鋼筋混凝土造,85年6月29日,十四層,
RPPOMLTKMHHGFAN88DA,26,16.55,停車空間,鋼筋混凝土造,85年6月29日,十四層,
RPUNMLSKMHHGFEN96DA,1,158.72,住家用,鋼筋混凝土造,110年6月23日,三層,一層 二層 三層 陽台 見其他登記事項
RPWNMLSKMHHGFEN17DA,1,155.07,住家用,鋼筋混凝土造,110年7月26日,三層,一層 二層 三層 陽台 見其他登記事項
RPTNMLSKMHHGFEN86DA,1,158.72,住家用,鋼筋混凝土造,110年6月23日,三層,一層 二層 三層 陽台 見其他登記事項
RPVNMLSKMHHGFEN07DA,,185.33,住家用,鋼筋混凝土造,110年11月2日,三層,一層 二層 三層 陽台 見其他登記事項
RPXNMLSKMHHGFEN27DA,1,155.07,住家用,鋼筋混凝土造,110年7月26日,三層,一層 二層 三層 陽台 見其他登記事項
RPPNMLMLMHHGFFN68DA,15,179.30,住宅、停車空間,鋼筋混凝土造,95年11月7日,四層,一層 二層 三層 四層 陽台
RPUNMLTKMHHGFBN76DA,28,170.83,住商用,鋼筋混凝土造,82年11月29日,三層,一層 二層 三層 騎樓
RPPNMLMKMHHGFAN08DA,47,52.82,住家用,磚造,64年6月27日,一層,一層
RPRNMLLLMHHGFAN28DA,1,164.92,住宅、停車空間、樓梯間,鋼筋混凝土造,109年12月21日,四層,一層 二層 三層 四層 陽台 屋頂突出物
RPPPMLSKMHHGFAN88DA,1,164.65,住宅、停車空間,鋼筋混凝土造,109年12月21日,四層,一層 二層 三層 四層 陽台
RPXNMLLKMHHGFFN66DA,43,102.92,住家用,加強磚造,68年7月5日,二層,一層 二層
RPSOMLMLMHHGFHN66DA,5,176.14,住宅、梯間,鋼筋混凝土造,106年10月2日,三層,一層 二層 三層 屋頂突出物
RPQOMLMLMHHGFHN09DA,21,161.54,住家用,鋼筋混凝土造,89年12月27日,三層,一層 二層 三層 電梯樓梯間
RPQNMLLLMHHGFAN28EA,,34.83,住商用,磚造,16年0月0日,二層,一層 二層 騎樓
RPXNMLKLMHHGFAN78DA,36,86.92,住家用,鋼筋混凝土加強磚造,74年10月12日,二層,一層 二層 見其他登記事項
RPSNMLKLMHHGFCN48DA,26,76.93,住家用,鋼筋混凝土造,84年11月27日,八層,五層 陽台
RPSNMLKLMHHGFCN48DA,26,25.69,停車空間、避難室、梯間、水箱、機械室,鋼筋混凝土造,84年11月27日,八層,
RPUNMLPLMHHGFBN09DA,35,117.38,住家用,鋼筋混凝土造,76年1月19日,二層,一層 二層 騎樓
RPOOMLPLMHHGFEN88DA,47,126.54,住商用,鋼筋混凝土加強磚造,63年12月4日,二層,一層 二層 騎樓
RPUNMLPLMHHGFBN09DA,35,117.38,住家用,鋼筋混凝土造,76年1月19日,二層,一層 二層 騎樓
RPRNMLLLMHHGFDN58DA,45,109.62,住家用,鋼筋混凝土加強磚造,66年1月8日,二層,一層 二層
RPROMLSKMHHGFGN96DA,26,165.85,住家用,鋼筋混凝土造,85年2月16日,三層,一層 二層 三層 陽台 電梯樓梯間
RPOOMLPLMHHGFGN09DA,28,141.71,住家用,鋼筋混凝土造,82年12月1日,三層,一層 二層 三層 電梯樓梯間
RPQOMLRLMHHGFDN66EA,30,23.40,住家用,鋼筋混凝土造,81年6月13日,八層,七層 陽台
RPQOMLRLMHHGFDN66EA,30,9.81,防空避難室、停車場、樓梯、電梯、梯間、機械室、水塔,鋼筋混凝土造,81年6月13日,八層,
RPQNMLQLMHHGFHN76DA,1,205.41,停車空間、住宅,鋼筋混凝土造,110年2月8日,四層,一層 二層 三層 四層 陽台
RPROMLPLMHHGFDN09DA,47,68.10,住家用,磚造,64年1月15日,一層,一層
RPSNMLQLMHHGFDN56DA,39,93.87,住家用,鋼筋混凝土造,72年5月20日,五層,二層
RPPNMLQLMHHGFDN88DA,3,88.02,集合住宅,鋼筋混凝土造,108年5月7日,十三層,八層 陽台 雨遮
RPPNMLQLMHHGFDN88DA,3,50.38,共有部分主要用途項目有：停車空間、防空避難室兼停車空間、台電配電場所、公共服務空間等四項,鋼筋混凝土造,108年5月7日,十三層,
RPPNMLQLMHHGFDN88DA,3,21.48,共有部分主要用途項目有：樓梯間、電梯機房、水箱等三項,鋼筋混凝土造,108年5月7日,十三層,
RPQOMLPKMHHGFAN58DA,41,111.33,住商用,鋼筋混凝土加強磚造,69年12月17日,二層,一層 二層 騎樓
RPPOMLKLMHHGFAN08DA,28,44.45,住家用,鋼筋混凝土造,83年4月6日,八層,四層 陽台 露台
RPPOMLKLMHHGFAN08DA,28,10.24,避難室、停車場、梯間、門廳,鋼筋混凝土造,83年4月6日,八層,
RPPNMLPKMHHGFCN58DA,22,85.11,集合住宅,鋼筋混凝土造,88年10月14日,十三層,九層 陽台
RPPNMLPKMHHGFCN58DA,22,4.51,停車空間,鋼筋混凝土造,88年10月14日,,
RPPNMLPKMHHGFCN58DA,22,20.84,防空避難室，人行道，中央管理室,鋼筋混凝土造,88年10月14日,十三層,
RPPOMLLLMHHGFAN18DA,47,42.23,住家用,鋼筋混凝土加強磚造,64年1月17日,一層,一層
RPUNMLKLMHHGFFN98DA,15,155.81,住家用,鋼筋混凝土造,96年9月15日,二層,一層 二層 陽台 屋頂突出物
RPSNMLRLMHHGFEN76DA,4,302.32,住家用,鋼筋混凝土造,106年12月7日,四層,一層 二層 三層 四層 陽台 騎樓
RPXNMLSLMHHGFEN47EA,5,172.50,住家用,鋼筋混凝土造,106年1月17日,三層,一層 二層 三層 陽台 見其他登記事項
RPPNMLSJMHHGFEN98DA,22,118.51,集合住宅,鋼筋混凝土造,89年7月11日,七層,二層 陽台
